,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,strand,length,exon_length
Anxa5,657.778459577625,1.3523408038728402,0.186268369454615,7.260174166083179,3.8659222057004e-13,2.82016179193623e-10,chr3,36448923.0,36475887.0,-,26964.0,1723.0
Armcx4,1680.08896300271,-2.06137035460482,0.284104312993463,-7.255681312561599,3.99645034284775e-13,2.82016179193623e-10,chrX,134686518.0,134697772.0,+,11254.0,9011.0
Hmgn5,690.2709672126,-1.56484624546572,0.22082324368987802,-7.08641997698115,1.3762573605352099e-12,9.270344466259699e-10,chrX,109004536.0,109013380.0,-,8844.0,1907.0
Rlim,3227.02393528745,-2.19216909518629,0.312116666349115,-7.02355667458736,2.16290355314524e-12,1.3935681632199697e-09,chrX,103957166.0,103981284.0,-,24118.0,7435.0
Mal,363.22909008736997,-1.80186985702852,0.259160870308375,-6.952708002888241,3.5833991114069803e-12,2.2125996429975e-09,chr2,127633225.0,127656695.0,-,23470.0,2778.0
Mapk8ip2,1361.07026316217,1.2175014696681001,0.176293648226215,6.906099464830611,4.98160764123612e-12,2.9251538239525395e-09,chr15,89453910.0,89462447.0,+,8537.0,3539.0
Prune2,1180.2701549156402,1.39206776780426,0.20169425406069197,6.90187122229757,5.13219511591646e-12,2.9251538239525395e-09,chr19,16956117.0,17223932.0,+,267815.0,12512.0
Atp6v0a4,440.50737045335404,2.10354603285259,0.308616463829067,6.81605254221848,9.35760839137334e-12,5.09882244477813e-09,chr6,38048482.0,38124586.0,-,76104.0,3285.0
Pramel6,3346.92453645341,-1.6808097661168602,0.246747316560763,-6.81186644517347,9.63405280071446e-12,5.09882244477813e-09,chr2,87508457.0,87510865.0,+,2408.0,1540.0
Mageb16,799.389835170164,-1.86387635570546,0.275746028733471,-6.7593951008702895,1.38569042866714e-11,7.080878090489091e-09,chrX,79623230.0,79671435.0,-,48205.0,1946.0
Pdk3,1312.35351888595,-1.5766096787415702,0.236707148684195,-6.66059173753563,2.72727268813022e-11,1.34718179884672e-08,chrX,93764615.0,93832095.0,-,67480.0,2000.0
Bex4,2481.34810419129,-1.29865006535128,0.19588606763745398,-6.62961935483242,3.36553610452453e-11,1.60883482364352e-08,chrX,136139044.0,136140437.0,+,1393.0,782.0
Mageh1,281.295786364205,-1.6447157451777101,0.24901261437772,-6.60494950943687,3.97652848187693e-11,1.84150548665419e-08,chrX,153036165.0,153037563.0,-,1398.0,1398.0
Pfkfb1,697.136791888282,-1.8928506301172798,0.287205880546495,-6.59057059178443,4.3813941249603296e-11,1.96751150114506e-08,chrX,150589920.0,150643878.0,+,53958.0,1739.0
Atp1b2,1271.6383959294199,1.4198957784403998,0.216779733032087,6.54994707568089,5.75574778805366e-11,2.4454218026611603e-08,chr11,69599749.0,69605960.0,-,6211.0,2959.0
Eda,350.56535579559096,-1.9591539789381298,0.299133469979537,-6.54943085797838,5.7756773799271494e-11,2.4454218026611603e-08,chrX,99975605.0,100400760.0,+,425155.0,5111.0
Plk5,427.21137688048896,1.95749872787938,0.299515654637307,6.53554729968883,6.33773479095644e-11,2.6088581074217598e-08,chr10,80356458.0,80365489.0,+,9031.0,2112.0
Satb1,176.147375730632,1.7337285111148102,0.26686536761598395,6.49664108386525,8.21330920742805e-11,3.2895413282399e-08,chr17,51736186.0,51833290.0,-,97104.0,6788.0
Tceal8,4286.4675603099795,-1.6094800328297703,0.24809050763930002,-6.487471238399019,8.72889961228646e-11,3.4040411409071803e-08,chrX,136168983.0,136172251.0,-,3268.0,2358.0
Bex1,22447.8853866216,-1.6404898735842999,0.25410050443480303,-6.45606696937988,1.07459070515372e-10,4.08316914350589e-08,chrX,136213971.0,136215513.0,-,1542.0,866.0
Zc4h2,249.931883332822,-1.8592672084978301,0.289652284713375,-6.4189626894801295,1.37206028067857e-10,5.08314032484394e-08,chrX,95639193.0,95658509.0,-,19316.0,2256.0
Firre,2151.67719890034,-1.45786452157471,0.228007132975072,-6.393942604129389,1.61662132255643e-10,5.8431003363326206e-08,chrX,50563119.0,50635321.0,-,72202.0,5815.0
Des,285.79227294462396,1.39464764783732,0.222135264933898,6.278371190870299,3.42138307222649e-10,1.2071779939839098e-07,chr1,75360291.0,75368579.0,+,8288.0,3065.0
Fgd5,192.89081580656398,1.90977912534581,0.306040167011965,6.24028912280374,4.3676284350128993e-10,1.5052066460106099e-07,chr6,91987109.0,92076005.0,+,88896.0,5622.0
Trap1a,9025.25180390735,-1.5982384162261,0.256546941552401,-6.22980888626051,4.67004520926333e-10,1.57284999900167e-07,chrX,139333682.0,139338165.0,+,4483.0,1174.0
Fam122b,974.371920828182,-1.7450804780031601,0.281834476158007,-6.1918630459702895,5.945720398872279e-10,1.95799179090863e-07,chrX,53243414.0,53269805.0,-,26391.0,4334.0
Tab3,1905.17060290314,-1.38566104560233,0.22450477847718897,-6.17207818471053,6.73981548987472e-10,2.1712462118359498e-07,chrX,85574021.0,85634469.0,+,60448.0,6364.0
Dcaf12l1,1295.56541452486,-2.47598289195597,0.40418199905594393,-6.125910846448329,9.01662858746012e-10,2.84292380931003e-07,chrX,44786566.0,44790197.0,-,3631.0,3534.0
Nxf3,205.172410235357,-2.2345442909231696,0.3661296229334629,-6.1031507721768,1.03997653179342e-09,3.21071088013473e-07,chrX,136072098.0,136085255.0,-,13157.0,2978.0
Stard8,339.29595016370496,-2.9496083899573904,0.483676519673664,-6.0983080012804605,1.0719705005176301e-09,3.24194507085116e-07,chrX,99042580.0,99074728.0,+,32148.0,4963.0
Lpar4,136.071572126816,-3.00559198712368,0.4959075482692821,-6.06079096318094,1.35453777760482e-09,4.01457906526515e-07,chrX,106920624.0,106933899.0,+,13275.0,4237.0
Prss50,426.38910952526606,1.21923433442637,0.20136610485640302,6.05481411728068,1.40579901169742e-09,4.08481089300864e-07,chr9,110857966.0,110864628.0,+,6662.0,1455.0
Mapk15,241.664115207433,1.48402201062285,0.24531712768031,6.049402357901321,1.4538414691219597e-09,4.1431686020996704e-07,chr15,75993768.0,75999153.0,+,5385.0,1930.0
Ammecr1,400.316688150673,-1.25288793096804,0.20894179848504,-5.996348935695321,2.01803159488406e-09,5.642492491431479e-07,chrX,142853473.0,142966728.0,-,113255.0,3109.0
Sh3bgrl,55.4895127446569,-2.8231817869534703,0.4711542022409171,-5.99205477426664,2.07206106689922e-09,5.686272768588801e-07,chrX,109095406.0,109162467.0,+,67061.0,2836.0
Hpn,108.738114814659,2.8246923424008705,0.47230815159840706,5.980613150210121,2.2229924442642105e-09,5.98955000573662e-07,chr7,31098724.0,31115326.0,-,16602.0,2001.0
Tbl1x,3356.7038408157105,-1.27679802305338,0.215370624016323,-5.9283759281702695,3.05945446769031e-09,8.096081385125479e-07,chrX,77511226.0,77660265.0,+,149039.0,2302.0
Kdelr3,3127.0137919813105,1.39494328012755,0.235674217590665,5.91894732647583,3.2400870467372303e-09,8.358110454173429e-07,chr15,79516407.0,79527739.0,+,11332.0,1414.0
Gfod1,365.917959237252,1.28317820217648,0.21684936314624698,5.91737131969846,3.2712761073085803e-09,8.358110454173429e-07,chr13,43195518.0,43304172.0,-,108654.0,6654.0
BC023829,1150.04956767827,-1.6476604661979601,0.28186504672448603,-5.845565050882291,5.04851596299199e-09,1.26803318738268e-06,chrX,70460055.0,70477043.0,-,16988.0,1989.0
Rasgrp4,1467.8293263942498,1.33766526467818,0.22973134532068598,5.822737262130739,5.78915282204165e-09,1.42982426116392e-06,chr7,29134932.0,29153955.0,+,19023.0,4630.0
Tbc1d8b,259.27912277574296,-1.78409426856955,0.30793001767094,-5.793830306196611,6.8798975231921e-09,1.67136395731449e-06,chrX,139684995.0,139754218.0,+,69223.0,5907.0
Rap2c,1014.82919494703,-1.6434152891526002,0.284025841805342,-5.78614705868531,7.2019170933928905e-09,1.72137434527402e-06,chrX,51003913.0,51018018.0,-,14105.0,3543.0
Tro,622.095036127389,-1.94744007044725,0.337399057044451,-5.77191912599413,7.83737325854164e-09,1.84352435425918e-06,chrX,150644709.0,150657583.0,-,12874.0,7245.0
Klf8,2892.4426455667303,-1.66311647714891,0.289313861857264,-5.74848528332674,9.00464818880042e-09,2.08499814859115e-06,chrX,153238044.0,153396134.0,+,158090.0,4457.0
Hrh3,56.713896273240394,2.52752204134954,0.44155024713827296,5.724200264252219,1.0392210592804201e-08,2.3692641349963903e-06,chr2,180099464.0,180104407.0,-,4943.0,2625.0
Pacsin1,737.183288927737,1.7113960637080101,0.29998525210486104,5.704933998254651,1.1638817882163401e-08,2.61326730599666e-06,chr17,27655590.0,27711117.0,+,55527.0,4420.0
Phka1,1036.92669862625,-2.2250273348237,0.39177798381314705,-5.67930671644096,1.3524177708333502e-08,2.99126551432528e-06,chrX,102513974.0,102644246.0,-,130272.0,6115.0
Zfp280c,1618.9788825915803,-1.69803857478823,0.299181765445151,-5.675608512643559,1.3819650584262902e-08,3.01166767659105e-06,chrX,48541625.0,48594452.0,-,52827.0,4474.0
Nhsl2,151.12841383629998,-2.9302425904687297,0.519322274707953,-5.64243579214195,1.67661070197834e-08,3.6008252163213e-06,chrX,101849384.0,102092055.0,+,242671.0,12971.0
Mical1,2690.89159375157,0.9538232780555931,0.16917364501715002,5.638131624810111,1.7190509314276e-08,3.6392308218322303e-06,chr10,41476313.0,41487030.0,+,10717.0,3563.0
Ppl,165.79185707949,1.51027890119133,0.268923785569649,5.6160108634205494,1.9541638017629202e-08,4.0469398792368496e-06,chr16,5086290.0,5132481.0,-,46191.0,6277.0
Asic1,577.01121010109,1.2355381973689399,0.220044609876237,5.6149441609311195,1.96625731361801e-08,4.0469398792368496e-06,chr15,99670717.0,99701130.0,+,30413.0,5039.0
Phc1,22568.8760279881,0.764892514209987,0.13631244789545,5.6113181592678,2.00791208682244e-08,4.05740246956026e-06,chr6,122317730.0,122340227.0,-,22497.0,3937.0
Rab3d,586.308926126737,1.2629774975871202,0.22513940023902598,5.609757760064371,2.0261001602500798e-08,4.05740246956026e-06,chr9,21907510.0,21918121.0,-,10611.0,3867.0
Ccdc106,243.46015774707402,1.5193565148714099,0.271582681392018,5.59445288294464,2.2131856056982e-08,4.37295966544554e-06,chr7,5056151.0,5060784.0,+,4633.0,2093.0
Misp,242.260020222289,2.44213503801713,0.4385439894444729,5.568734486842951,2.56596142253564e-08,5.00328714744154e-06,chr10,79821020.0,79830452.0,+,9432.0,2427.0
Fbxo2,770.420359701977,0.85954556735299,0.15514486998833302,5.5402770804966295,3.0199343912075196e-08,5.81200100562392e-06,chr4,148160667.0,148166417.0,+,5750.0,1234.0
Adgrb2,740.403764563188,1.5048925019466999,0.272084687450805,5.5309709489579495,3.18463070042902e-08,6.05039004482791e-06,chr4,129984869.0,130022633.0,+,37764.0,5497.0
Ehbp1l1,493.33777695068903,1.1809101262856,0.213831510263443,5.522619771196069,3.3398197965861405e-08,6.264910071596201e-06,chr19,5707373.0,5726317.0,-,18944.0,6442.0
Cyfip2,587.03050650796,1.22452099660907,0.222498479505353,5.50350276249691,3.72318693590117e-08,6.82882823888285e-06,chr11,46193848.0,46312859.0,-,119011.0,7029.0
Sema4g,1309.10714244069,1.57517925612275,0.286237109578477,5.50305744228068,3.7326073780249104e-08,6.82882823888285e-06,chr19,44989343.0,45003395.0,+,14052.0,4303.0
4930502E18Rik,111.907454995249,-4.01068051491887,0.7306224637594549,-5.489402138392661,4.0329648591748796e-08,7.2883544205015195e-06,chrX,53724830.0,53738222.0,+,13392.0,1203.0
Ybx2,882.7429107267039,1.2128723591252801,0.22263469729047197,5.4478137230462504,5.0992720912007404e-08,9.10435097825347e-06,chr11,69935898.0,69941599.0,+,5701.0,1564.0
Acot9,4636.9938129293205,-0.9487112137404069,0.17525236455245402,-5.4134003621757305,6.18390110454023e-08,1.0909432198592999e-05,chrX,155262499.0,155297507.0,+,35008.0,1548.0
Dlg3,1390.3951485675,-1.09430122716236,0.20228531171177802,-5.4096919736888704,6.31332422583851e-08,1.10067237297295e-05,chrX,100767721.0,100818410.0,+,50689.0,5637.0
Ehf,88.06632538323629,-2.60512835930621,0.48241644019257596,-5.4001649659084405,6.657964398095651e-08,1.14726016762069e-05,chr2,103263432.0,103303196.0,-,39764.0,4387.0
Ccdc160,543.245548392832,-1.65083061362254,0.306093081386929,-5.39323073276441,6.92019974434204e-08,1.17874068978626e-05,chrX,52791199.0,52799468.0,+,8269.0,1536.0
Uprt,25.7726036929091,-3.5787716716462703,0.6655033544059189,-5.37754114679251,7.55099599048554e-08,1.25971828699627e-05,chrX,104482781.0,104506262.0,+,23481.0,1112.0
C77370,1943.3097882772897,-1.6825332683795402,0.31290180092445,-5.377192663668259,7.565620321389331e-08,1.25971828699627e-05,chrX,104077434.0,104201117.0,-,123683.0,10891.0
Abcb7,3443.53551523872,-1.3419549166004,0.24968803177668802,-5.37452639220046,7.67842365206375e-08,1.26429511222147e-05,chrX,104280564.0,104413846.0,-,133282.0,5759.0
Wbp5,9350.42786734125,-1.40961003947826,0.26290759455652596,-5.36161780284816,8.24799064957055e-08,1.3431535542416e-05,chrX,136245079.0,136247139.0,+,2060.0,1018.0
Micall2,288.270693174082,1.6685477520043899,0.312577165719416,5.33803468389676,9.39594877246161e-08,1.5134626615120498e-05,chr5,139706692.0,139736333.0,-,29641.0,3346.0
Zfx,2008.3030507128399,-1.1300446658844598,0.212011233129667,-5.330116943347621,9.81495449892695e-08,1.56395495397418e-05,chrX,94074630.0,94123407.0,-,48777.0,7002.0
Armcx2,320.039661793701,-2.07458125106662,0.39175807612522207,-5.29556728373226,1.18647496131503e-07,1.85416844315172e-05,chrX,134804141.0,134809221.0,-,5080.0,3778.0
Nxph4,166.393499845257,1.8599981260071299,0.351258999285296,5.29523266248453,1.1886497206249699e-07,1.85416844315172e-05,chr10,127525472.0,127534559.0,-,9087.0,1675.0
Gtsf1,148.364571274568,1.93624251415476,0.36632989276209005,5.285516012782041,1.25350906714698e-07,1.9349740485469898e-05,chr15,103402458.0,103430427.0,-,27969.0,722.0
Chrnb1,294.759607513815,1.4754816249106801,0.27944016421052603,5.28013440401171,1.2908915804161999e-07,1.9721363226997602e-05,chr11,69784035.0,69795937.0,-,11902.0,2149.0
Efnb1,452.52082873191705,-3.0996788085416402,0.5881507163283349,-5.270211737379309,1.36266474043089e-07,2.060543753923e-05,chrX,99136060.0,99149022.0,+,12962.0,3358.0
Fmnl1,256.658364781039,1.70970793231028,0.325001329210361,5.2606182764368,1.4357181561316599e-07,2.14908155108233e-05,chr11,103171137.0,103198900.0,+,27763.0,3873.0
Kif21b,1887.3957206469897,1.0128910985424302,0.192920864107813,5.250293187451071,1.5185731337182902e-07,2.2503735268571398e-05,chr1,136131400.0,136178014.0,+,46614.0,9119.0
Ppm1j,810.905898165302,1.13234397730015,0.215851449775883,5.245941032482549,1.5548663107760802e-07,2.2813429563753102e-05,chr3,104781055.0,104786017.0,+,4962.0,1720.0
Eml2,2242.2135329169896,1.16003620620091,0.221416118182296,5.23916784254083,1.61302286420707e-07,2.34346919849849e-05,chr7,19181169.0,19206482.0,+,25313.0,2312.0
Ids,1053.3465468307302,-1.43054766362149,0.273510773028581,-5.23031560249367,1.69220894945076e-07,2.4346450895059e-05,chrX,70343069.0,70365085.0,-,22016.0,4972.0
Plod1,2447.91913246474,1.2571175107236399,0.24097124594266697,5.21687766441124,1.81964352232568e-07,2.5928170535908e-05,chr4,147909752.0,147936776.0,-,27024.0,3252.0
Nrbp2,478.32050559612395,1.37489197207965,0.26426121565620897,5.20277623284805,1.96333217019817e-07,2.77091613620635e-05,chr15,76085593.0,76090013.0,-,4420.0,2496.0
Serinc2,416.89024364653704,1.5752564022673299,0.30319791327143797,5.1954724400002,2.0420058770017898e-07,2.85476274446128e-05,chr4,130253496.0,130275586.0,-,22090.0,2010.0
Fmr1nb,1714.16137980052,-1.8173516589146101,0.35039851507749,-5.18652785532696,2.14250990527192e-07,2.9672761015163203e-05,chrX,68761838.0,68804560.0,+,42722.0,930.0
Igdcc3,1457.45967721206,1.09154121692622,0.210694342246303,5.18068594196137,2.2107143148407997e-07,3.03338661403943e-05,chr9,65141188.0,65185870.0,+,44682.0,3144.0
Enox2,586.0355919783731,-1.05987185336108,0.20480725337233,-5.17497225273698,2.2794485387228198e-07,3.0990043940673e-05,chrX,49009706.0,49288242.0,-,278536.0,3977.0
Slc25a14,204.26315663282298,-1.64375756868257,0.317751489493442,-5.17309162359252,2.3025203416540103e-07,3.10191354027008e-05,chrX,48623577.0,48662298.0,+,38721.0,1866.0
Slc17a7,271.576991415592,1.5067738082006898,0.292926667298847,5.14386014115767,2.6914993847291997e-07,3.5932729173245e-05,chr7,45163920.0,45176139.0,+,12219.0,2940.0
Unc5a,160.40480174837,1.71592003272534,0.334058975475725,5.13657814546592,2.7978603885232703e-07,3.70191902656485e-05,chr13,54949431.0,55006018.0,+,56587.0,3974.0
Reep6,2536.17375699404,1.1771304639949598,0.22930324668304897,5.13350979989408,2.8438821547731e-07,3.72951235854714e-05,chr10,80330144.0,80336441.0,+,6297.0,2016.0
Amer1,1031.0089952400099,-1.22767208467289,0.23971164098928696,-5.1214537583836295,3.03189093523357e-07,3.94119226045844e-05,chrX,95420313.0,95444840.0,-,24527.0,8468.0
Amot,132.847972152417,-2.2023335874745,0.43119919960374103,-5.1074621416236,3.26514488716415e-07,4.20749409416396e-05,chrX,145446423.0,145487639.0,-,41216.0,7485.0
Arxes1,357.422130438895,-1.5281987794313898,0.29978709884632504,-5.09761355746255,3.43962084046666e-07,4.39411562369615e-05,chrX,136033366.0,136034946.0,+,1580.0,1580.0
Ccdc136,547.545447731404,1.03566757685528,0.20324995831853895,5.09553647844863,3.47755048247833e-07,4.4046000512689295e-05,chr6,29398925.0,29426995.0,+,28070.0,3491.0
1110012L19Rik,744.0572404568201,-1.19592904943176,0.23543047499923603,-5.07975464703814,3.77922636515135e-07,4.7461318224727004e-05,chrX,70385912.0,70389416.0,+,3504.0,1057.0
Chd5,1106.13593959268,1.01816926133578,0.20112624540069501,5.06233912589245,4.1414349267046897e-07,5.1573045528434297e-05,chr4,152338650.0,152390194.0,+,51544.0,9486.0
Lrch2,665.922046495243,-1.3381112816079601,0.265689912551649,-5.036364643116951,4.74456337722927e-07,5.8591403905967105e-05,chrX,147471693.0,147554081.0,-,82388.0,3616.0
Rbmx,866.211158245844,-1.73964930017658,0.346067465812333,-5.02690796458735,4.98451424267443e-07,6.10458814563574e-05,chrX,57383347.0,57393036.0,-,9689.0,3743.0
Acsl4,1039.8412101433698,-1.29294817681133,0.257757056876077,-5.01615044989028,5.2717053351764e-07,6.403393554260571e-05,chrX,142317992.0,142390535.0,-,72543.0,5280.0
Irf6,412.71498272045096,1.13242287489318,0.227379213498676,4.98032717005497,6.34768689999242e-07,7.647672534226641e-05,chr1,193153111.0,193172035.0,+,18924.0,4124.0
Cul4b,24822.9591171298,-1.25576854189119,0.25256835909944103,-4.971994696282491,6.62675186561889e-07,7.91950289488761e-05,chrX,38531620.0,38576196.0,-,44576.0,5056.0
Raver2,373.80345994565005,1.5362845997405499,0.31042857752774394,4.94891485821162,7.462838128337959e-07,8.847343857907221e-05,chr4,101069037.0,101152370.0,+,83333.0,3990.0
Slfn5,85.15637223853841,2.06394445748471,0.417298768439826,4.94596345251934,7.57681747746972e-07,8.911179222113e-05,chr11,82952101.0,82964850.0,+,12749.0,5989.0
Susd5,72.94846641150829,2.37374941895486,0.48202393133336896,4.92454682154187,8.45560818067895e-07,9.866429734604829e-05,chr9,114057353.0,114098733.0,+,41380.0,3874.0
Klf17,45.114015013488704,2.80154486865543,0.569706004969756,4.91752736361654,8.76442087484837e-07,0.000101468713237795,chr4,117756658.0,117765666.0,-,9008.0,3595.0
Mospd1,269.91814332385104,-1.59419914678136,0.32513301087957897,-4.90322143072643,9.427760657990441e-07,0.000108302314101365,chrX,53344593.0,53370559.0,-,25966.0,2247.0
Ctgf,4224.508221369079,-1.1742877494411899,0.23962347494528502,-4.90055387815957,9.55668442137167e-07,0.000108938851107928,chr10,24595441.0,24598682.0,+,3241.0,2402.0
Smarcd3,250.91559033056,1.38715862811746,0.283643899198166,4.89049343926954,1.00583511403956e-06,0.00011378221797673501,chr5,24592621.0,24602002.0,-,9381.0,1725.0
Cacna2d2,414.100565342186,0.9903461669291541,0.202977959315899,4.8790822918258705,1.06580591029366e-06,0.000119652862004862,chr9,107399879.0,107529343.0,+,129464.0,5542.0
Ankrd44,209.96738183612598,1.5845717021245,0.324964919491276,4.87613156707838,1.08186465610719e-06,0.000120542498788365,chr1,54645339.0,54926387.0,-,281048.0,6140.0
Gpc4,2187.5679371799897,-1.68592949347851,0.346241207793586,-4.86923409325556,1.1203162649871299e-06,0.000123895274110778,chrX,52053017.0,52164923.0,-,111906.0,2325.0
Pcdh19,473.358663289204,-2.12184614097368,0.43820480909065607,-4.84213339734187,1.2845247868937e-06,0.000141002761607242,chrX,133582860.0,133688993.0,-,106133.0,10294.0
Fbxo44,821.8485742185139,1.0230854191415,0.211369241823363,4.84027576725883,1.29659080467845e-06,0.000141280728930367,chr4,148152798.0,148160094.0,-,7296.0,2150.0
Fhl1,3401.5921693056202,-1.64544390869133,0.341110515953258,-4.82378534737641,1.40859007500833e-06,0.000151826378631447,chrX,56731760.0,56793346.0,+,61586.0,2962.0
Nptx2,1587.8876475806399,1.57026905591193,0.325576592884396,4.82304038506076,1.41386330056952e-06,0.000151826378631447,chr5,144545886.0,144557478.0,+,11592.0,2551.0
Hmha1,773.832870211138,1.56057910366198,0.323915511624835,4.81785850833064,1.45107208760108e-06,0.000154700987526334,chr10,80016671.0,80031471.0,+,14800.0,4052.0
Ablim1,871.2168950417889,1.29489399991934,0.269655775693139,4.8020258293777305,1.57068426451533e-06,0.000166256929398948,chr19,57033263.0,57216032.0,-,182769.0,7233.0
Stag2,4569.84210018302,-0.9697697752079741,0.20205405372404697,-4.79955614517108,1.59017653589753e-06,0.00016712642613805401,chrX,42149411.0,42277186.0,+,127775.0,6211.0
Eif4e1b,69.355671635765,-2.14076636338782,0.446258555720414,-4.79714357505569,1.60944243165804e-06,0.00016796005207563798,chr13,54783997.0,54788458.0,+,4461.0,2113.0
Wdr45,5043.90752400026,-1.15939230321462,0.241966515966944,-4.791540261599679,1.65505799061561e-06,0.000171512617922606,chrX,7722219.0,7728201.0,+,5982.0,1656.0
Ell3,479.90912469803396,1.2780989032677401,0.26744690138187194,4.778888432297889,1.7626696382825599e-06,0.000181029338608711,chr2,121439026.0,121442601.0,-,3575.0,1674.0
Myh14,1021.82911503202,1.20551242777997,0.252309919993863,4.77790341263351,1.7713242525314202e-06,0.000181029338608711,chr7,44605802.0,44670843.0,-,65041.0,6583.0
Capn5,2511.39798064054,0.8597194071623109,0.18033381130913395,4.76737779189146,1.86639134997752e-06,0.000188437673783372,chr7,98121558.0,98178274.0,-,56716.0,4565.0
Gspt2,752.016282890773,-1.43832853449592,0.301721721271135,-4.767069896182269,1.8692447564718003e-06,0.000188437673783372,chrX,94636068.0,94638561.0,+,2493.0,2493.0
Arhgef25,2238.77293382515,0.927475478775381,0.195017935261595,4.75584708417344,1.97616016529439e-06,0.000197869712766875,chr10,127182520.0,127190054.0,-,7534.0,2387.0
Sptb,276.73173518473203,1.31602031198577,0.276900161337088,4.75268885951895,2.00729123234087e-06,0.000199637911221875,chr12,76580487.0,76710547.0,-,130060.0,10394.0
Pde9a,495.26187421389295,1.04761418771798,0.22129701073014002,4.7339735148772,2.20166468595337e-06,0.00021750979320761998,chr17,31386233.0,31476309.0,+,90076.0,2064.0
Fundc1,1074.9254204921199,-1.02897755282928,0.218068252197403,-4.71860320088142,2.3746949300247896e-06,0.00023305035872872403,chrX,17556568.0,17572297.0,-,15729.0,1950.0
Usp11,3091.22821277231,0.7726543747861591,0.16396546577217402,4.712299453713889,2.44937087361543e-06,0.000238797545895441,chrX,20703908.0,20720539.0,+,16631.0,3464.0
Ubap1l,488.591354648091,1.90511992539495,0.40548778838335797,4.6983410597652995,2.62283182353727e-06,0.00025403754766665897,chr9,65361059.0,65380377.0,+,19318.0,1381.0
Rps6ka6,2687.54756063773,-1.1821616306846798,0.251726707002936,-4.696210603791389,2.65032283507714e-06,0.000254376480655679,chrX,111387836.0,111537959.0,-,150123.0,4683.0
