,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,strand,length,exon_length
Fgf13,294.558780558252,-2.56891018781895,0.31679967330666103,-8.10894203584691,5.10623964893732e-16,3.48391436618923e-13,chrX,59062145.0,59585572.0,-,523427.0,3139.0
Klf17,64.3623981130133,4.619901478169679,0.573775653625749,8.05175585435881,8.161458895279739e-16,5.3153355932531e-13,chr4,117756658.0,117765666.0,-,9008.0,3595.0
Sh3bgrl,263.708966636278,-3.3443408757495297,0.42103873643320205,-7.9430717089854,1.97234841516833e-15,1.2286873083709498e-12,chrX,109095406.0,109162467.0,+,67061.0,2836.0
AU015836,677.960697332168,-3.42138094456556,0.432418024928374,-7.912207048104169,2.52865381861027e-15,1.50960632971033e-12,chrX,93968655.0,93975470.0,+,6815.0,3000.0
Mageb16,559.357434292671,-2.1112068731634097,0.268291384969572,-7.86908186933713,3.57253338089348e-15,2.0474903312576698e-12,chrX,79623230.0,79671435.0,-,48205.0,1946.0
Firre,2283.86602322601,-2.62089378505905,0.334229354387102,-7.84160263201641,4.44832134588365e-15,2.45136724014696e-12,chrX,50563119.0,50635321.0,-,72202.0,5815.0
Duox1,109.52992799277399,2.8421852449501497,0.3629919956089389,7.829884072738941,4.88320020858286e-15,2.50056300237969e-12,chr2,122315671.0,122347972.0,+,32301.0,5267.0
Tbc1d8b,207.33681669840098,-2.09889796319598,0.268079392908689,-7.8293894223749,4.902449528987159e-15,2.50056300237969e-12,chrX,139684995.0,139754218.0,+,69223.0,5907.0
Ctsz,1310.76410731098,1.0734059572604902,0.13716977712953698,7.825382381767759,5.06116185573779e-15,2.50056300237969e-12,chr2,174427493.0,174438992.0,-,11499.0,1393.0
Dcaf12l1,904.683910081407,-2.93690051261926,0.37903087002159497,-7.74844674907858,9.302336465360729e-15,4.44279589585628e-12,chrX,44786566.0,44790197.0,-,3631.0,3534.0
Maged2,859.0978640122031,-2.6886435816389196,0.348033645753408,-7.7252404026014805,1.11642442344528e-14,5.16004165778194e-12,chrX,150806420.0,150814339.0,-,7919.0,2214.0
Gyk,594.6895493976731,-2.41561683993211,0.313490584738918,-7.705548292443559,1.3028269566105701e-14,5.71346542520403e-12,chrX,85701936.0,85776819.0,-,74883.0,4529.0
Tfap2c,2668.4980741949803,-1.68903574068048,0.21923366577828501,-7.70427176266182,1.3159154036273898e-14,5.71346542520403e-12,chr2,172549592.0,172558621.0,+,9029.0,3068.0
Plod1,928.562290807366,1.8172580836011,0.23722827468807803,7.660377271598571,1.85387674781102e-14,7.81245471842245e-12,chr4,147909752.0,147936776.0,-,27024.0,3252.0
Rap2c,886.038431908501,-1.66510769416042,0.218226586409203,-7.630177979497559,2.3442983815562697e-14,9.59688777455377e-12,chrX,51003913.0,51018018.0,-,14105.0,3543.0
Megf6,265.916427410409,1.26625760998705,0.16637953158941102,7.61065738009109,2.7270527219901698e-14,1.08536698335209e-11,chr4,154170712.0,154275721.0,+,105009.0,6876.0
Rragb,664.0315759694889,-3.27176948991242,0.43058127484185493,-7.59849459573939,2.9959536627770896e-14,1.1601628129802699e-11,chrX,153139957.0,153171943.0,+,31986.0,2281.0
Zcchc18,85.6540389902233,-3.4031344549633396,0.45208874650752395,-7.52758054973328,5.16891223340769e-14,1.94895196000698e-11,chrX,136993154.0,136996923.0,+,3769.0,3327.0
Rhox5,7990.912981707571,-1.6328592110672302,0.21760229439354603,-7.50386945881235,6.19610112007393e-14,2.27635222688254e-11,chrX,37754607.0,37808878.0,+,54271.0,800.0
Rab27a,472.76346750488,2.05174702285385,0.275443206384459,7.4488931848624,9.4126538696866e-14,3.37161261612174e-11,chr9,73044809.0,73097614.0,+,52805.0,3441.0
Maged1,8255.0787423463,-1.89374579291191,0.254520713378863,-7.440438806616889,1.0035139518649499e-13,3.50691412251733e-11,chrX,94535473.0,94542074.0,-,6601.0,2752.0
Pja1,1597.0806135288,-2.05904594840667,0.277885659305111,-7.4096876879346,1.26597192326531e-13,4.31877278965365e-11,chrX,99465733.0,99470735.0,-,5002.0,2986.0
Arhgef25,1447.8205261300302,1.3389121433700901,0.182697227055078,7.3285849213598,2.32595557187409e-13,7.75030033344466e-11,chr10,127182520.0,127190054.0,-,7534.0,2387.0
Pdk3,1723.8610319138002,-1.67412669110567,0.231027673255008,-7.24643358745068,4.2788883702024897e-13,1.3933616492786702e-10,chrX,93764615.0,93832095.0,-,67480.0,2000.0
Stard8,378.558227448171,-2.86062912253979,0.39894690924513704,-7.1704506445544505,7.475129215478341e-13,2.3800811422082995e-10,chrX,99042580.0,99074728.0,+,32148.0,4963.0
Tab3,1679.23628788517,-1.31264587853384,0.18318536150764997,-7.165670159070129,7.74069430641318e-13,2.41105800048452e-10,chrX,85574021.0,85634469.0,+,60448.0,6364.0
Tro,635.363651844025,-2.9720537453406,0.415346183243734,-7.15560625146404,8.330393624239722e-13,2.53952935847036e-10,chrX,150644709.0,150657583.0,-,12874.0,7245.0
Klf8,2212.6822647639397,-2.22380335283833,0.311309810346247,-7.14337704412514,9.10653822661788e-13,2.6786844843833103e-10,chrX,153238044.0,153396134.0,+,158090.0,4457.0
Morc4,413.812543097605,-2.9365162301421295,0.411129307140459,-7.14256118243328,9.16077189662076e-13,2.6786844843833103e-10,chrX,139821634.0,139871654.0,-,50020.0,4409.0
Pfkfb1,396.63602498206495,-2.06718673231289,0.289607628038627,-7.1378877217874095,9.477599429145992e-13,2.71590089241608e-10,chrX,150589920.0,150643878.0,+,53958.0,1739.0
Rbakdn,57.6848241981889,2.61471742800875,0.36657869135465293,7.13275891281716,9.8376784835693e-13,2.76380896691335e-10,chr5,143164778.0,143165751.0,-,973.0,636.0
Trap1a,7245.47286615521,-1.89589067026449,0.26604699301355605,-7.12614959030146,1.03215540319388e-12,2.8439851186465204e-10,chrX,139333682.0,139338165.0,+,4483.0,1174.0
Tspan6,123.924362671686,-2.19053696911214,0.30801698234667896,-7.1117408930610395,1.1458823978517802e-12,3.09777415026799e-10,chrX,133891069.0,133898429.0,-,7360.0,1763.0
Slc17a7,98.52400030047279,2.8467704245489003,0.401518253536177,7.09001496065834,1.34097502996152e-12,3.55805374616456e-10,chr7,45163920.0,45176139.0,+,12219.0,2940.0
Celf5,614.600701690726,1.3278277314766298,0.187391903680317,7.08583298103343,1.3821041860623202e-12,3.60050705052744e-10,chr10,81459227.0,81482709.0,-,23482.0,4390.0
Pik3cd,988.0180869444721,1.01928585247453,0.14408556275559198,7.074170603778749,1.50345231370406e-12,3.84669013406282e-10,chr4,149649167.0,149701629.0,-,52462.0,5404.0
Spn,248.57831645599603,2.71961222455391,0.38462052880099995,7.0708972114201,1.5393513545490302e-12,3.86944319438218e-10,chr7,127132231.0,127137823.0,-,5592.0,4695.0
Zc4h2,307.676369840378,-1.39116484235381,0.196830467736531,-7.067832832750111,1.57371959341804e-12,3.88763005767133e-10,chrX,95639193.0,95658509.0,-,19316.0,2256.0
Rapgef4,44.65394030371329,2.88756936683105,0.41344132176933707,6.98423020339041,2.86422088524698e-12,6.95568760064724e-10,chr2,71981214.0,72257474.0,+,276260.0,7896.0
Myo1g,266.381385006934,2.8345021334261697,0.40627252704932204,6.976849146095621,3.01873538183095e-12,7.20874009181232e-10,chr11,6506547.0,6520958.0,-,14411.0,3307.0
Crip1,585.222396106996,1.8456182193884998,0.26723838802488503,6.906261607956719,4.97592003664085e-12,1.16701781813656e-09,chr12,113152011.0,113153879.0,+,1868.0,447.0
Armcx4,1637.27071529384,-2.5688407083307405,0.372071091194072,-6.904166351883639,5.04990959830172e-12,1.16701781813656e-09,chrX,134686518.0,134697772.0,+,11254.0,9011.0
Kcnk6,206.509834770071,1.83652944065869,0.26643824581091197,6.89288970158604,5.46702643957186e-12,1.24335801311406e-09,chr7,29221927.0,29232522.0,-,10595.0,4089.0
Slc25a14,232.374695695611,-2.20740721029442,0.32155352463552195,-6.86482044566762,6.6574936592452404e-12,1.4904463929635299e-09,chrX,48623577.0,48662298.0,+,38721.0,1866.0
Prune2,639.792338317106,1.8893514788683798,0.27534905495444706,6.86165957308607,6.80651140023303e-12,1.5003645437313701e-09,chr19,16956117.0,17223932.0,+,267815.0,12512.0
4930502E18Rik,174.945564971077,-5.3794901273890305,0.784662909286155,-6.855797647276349,7.09157000660069e-12,1.5395153796147698e-09,chrX,53724830.0,53738222.0,+,13392.0,1203.0
Eda,281.064099837831,-2.1058324048185604,0.313007127224708,-6.727745861540019,1.72311528699147e-11,3.6848949003005697e-09,chrX,99975605.0,100400760.0,+,425155.0,5111.0
Zdhhc15,424.731686938632,-1.5816857992449298,0.23658654889173103,-6.68544262830746,2.3022770478716302e-11,4.85103316792715e-09,chrX,104536969.0,104671064.0,-,134095.0,5508.0
Lrrc15,529.78949078245,-2.9441741749391497,0.441182287535373,-6.67337347423108,2.49989119079583e-11,5.191078403148201e-09,chr16,30269301.0,30283254.0,-,13953.0,5308.0
Tgfb1,179.912512343875,2.10247202947839,0.31527104507298803,6.668776160499129,2.57945310652044e-11,5.27977201574641e-09,chr7,25687001.0,25704996.0,+,17995.0,2094.0
2210013O21Rik,469.76170420403196,-1.68360446103842,0.25320174860127603,-6.649260798311619,2.9456864784425004e-11,5.944478290580861e-09,chrX,153723553.0,153741296.0,+,17743.0,856.0
Gpc4,1358.94973740093,-1.90867811248108,0.28737930342099105,-6.64166865797222,3.1015157741683304e-11,6.1720163905949705e-09,chrX,52053017.0,52164923.0,-,111906.0,2325.0
Ppm1j,451.131038792321,1.59618071220445,0.24074226212796804,6.6302472116673306,3.35125132506036e-11,6.57763410759793e-09,chr3,104781055.0,104786017.0,+,4962.0,1720.0
Crabp2,313.947781652406,1.72135424596003,0.25992787732884,6.62243028200593,3.53340727174095e-11,6.841440458041121e-09,chr3,87948692.0,87953372.0,+,4680.0,900.0
Hmha1,421.839235226231,2.37087434610733,0.35911342159077103,6.6020209871439,4.05590075815071e-11,7.748392808371121e-09,chr10,80016671.0,80031471.0,+,14800.0,4052.0
Atp6v0a4,234.857012835483,2.90481220242073,0.44015518611179605,6.59951829281169,4.1249585518973393e-11,7.77663238573488e-09,chr6,38048482.0,38124586.0,-,76104.0,3285.0
Pkd1l2,501.019250212922,-1.98976103983846,0.303448785904807,-6.557156041687571,5.48436182705594e-11,1.0205186527020501e-08,chr8,116995678.0,117082449.0,-,86771.0,7386.0
Klc3,111.844487409146,1.93812239155783,0.29671262188955894,6.53198498673652,6.49036632558608e-11,1.1922303681153502e-08,chr7,19394439.0,19404104.0,-,9665.0,2028.0
Nhsl2,162.49415165142202,-3.4758783054962903,0.53501769956035,-6.496753861325691,8.20715727106417e-11,1.4831674921413801e-08,chrX,101849384.0,102092055.0,+,242671.0,12971.0
Lonrf3,473.273560647995,-2.65991583492513,0.40950753155860403,-6.49540150043486,8.2812255284276e-11,1.4831674921413801e-08,chrX,36328408.0,36366856.0,+,38448.0,7370.0
Ppl,106.839236329624,2.04847623590224,0.316343298467356,6.475484847717181,9.45079716929977e-11,1.67174101039169e-08,chr16,5086290.0,5132481.0,-,46191.0,6277.0
Mbnl3,87.34965094977699,-2.43622872977406,0.37869105875184605,-6.43328822656599,1.24872535078877e-10,2.18191912513434e-08,chrX,51113493.0,51205832.0,-,92339.0,8671.0
Glis3,297.567152198315,-1.6248987947236202,0.253827903588233,-6.40157670513474,1.5378052118248997e-10,2.65465940662977e-08,chr19,28258850.0,28680077.0,-,421227.0,7514.0
Serpine1,620.34334473017,-0.8351119602808159,0.13051010223724302,-6.39883002131698,1.5657202317777098e-10,2.67067136677512e-08,chr5,137061505.0,137072272.0,-,10767.0,3022.0
Sema3f,97.13429279872169,1.82733563448524,0.28576822360864,6.39446755629408,1.61107750919715e-10,2.7157080649149198e-08,chr9,107681501.0,107710475.0,-,28974.0,3393.0
Slc2a1,10886.523426686601,-0.854730644888027,0.13385338994258902,-6.385573389322691,1.70756426066131e-10,2.8448814798552595e-08,chr4,119108744.0,119137329.0,+,28585.0,2572.0
Rbmx2,1155.59459273395,-1.3825982060040598,0.216652634798406,-6.38163577973819,1.75206275467055e-10,2.86975781062985e-08,chrX,48695003.0,48710719.0,+,15716.0,1743.0
Igdcc4,393.071224144854,1.28809334799036,0.20187267359058,6.380721694917259,1.76255365253648e-10,2.86975781062985e-08,chr9,65101485.0,65137947.0,+,36462.0,6230.0
Rab3d,346.28741231002897,1.9522973554524299,0.30667655850285497,6.365981687623039,1.9404458453355499e-10,3.12389978336716e-08,chr9,21907510.0,21918121.0,-,10611.0,3867.0
Mum1l1,107.699136151754,-2.27661148962653,0.357722026646886,-6.36419152313987,1.96321048891737e-10,3.12543109835645e-08,chrX,139210043.0,139238335.0,+,28292.0,4810.0
Efnb1,248.872032032627,-2.80372694300215,0.44152010073670794,-6.350168289787789,2.1507950617812299e-10,3.38643864232983e-08,chrX,99136060.0,99149022.0,+,12962.0,3358.0
Tjp3,536.9817979109839,1.43652670452826,0.226667955433162,6.337581780287629,2.33399332023076e-10,3.6349409013333e-08,chr10,81273187.0,81291581.0,-,18394.0,3342.0
Spic,699.9915409955589,-1.91209549095481,0.302029621939165,-6.33082105880312,2.43860025884423e-10,3.75701768910969e-08,chr10,88675269.0,88683023.0,-,7754.0,1265.0
Smim10l2a,226.18769551158297,-2.32220390861877,0.3684427567532279,-6.30275359212479,2.92403565031899e-10,4.41196939456854e-08,chrX,56374585.0,56378470.0,+,3885.0,3064.0
Mex3b,926.9247522386819,-1.7269671685498402,0.27400492612363503,-6.3026865720312095,2.92530075714692e-10,4.41196939456854e-08,chr7,82867332.0,82871576.0,+,4244.0,3416.0
Rasgrp4,1135.50460220299,1.55572918925265,0.24693319154851398,6.30020281800391,2.9725642436149697e-10,4.4365521335953395e-08,chr7,29134932.0,29153955.0,+,19023.0,4630.0
Zfp449,316.338050665055,-1.3396915213946001,0.212863421547432,-6.29366713949995,3.1005231888738296e-10,4.5798243556890896e-08,chrX,56346399.0,56365674.0,+,19275.0,3738.0
Rgag4,50.855210501848795,-3.5158582791220496,0.559374704855424,-6.2853365527688005,3.2714419259953804e-10,4.7829816240471204e-08,chrX,102066541.0,102071307.0,-,4766.0,4330.0
Xlr3b,357.70277493112,-1.2648619106508898,0.20194581776558604,-6.263372644434299,3.76738860031319e-10,5.452438774271459e-08,chrX,73192178.0,73202930.0,+,10752.0,1617.0
Ankrd44,193.010397264706,2.20687068098669,0.35289894964005797,6.253548454132839,4.01230001747197e-10,5.74882346503384e-08,chr1,54645339.0,54926387.0,-,281048.0,6140.0
Ece1,863.5436078286141,1.4350749026082301,0.22995740621150698,6.240611799596901,4.35862735415505e-10,6.183209181221139e-08,chr4,137862236.0,137965229.0,+,102993.0,4816.0
Ubqln2,4049.2026949788105,-1.5099765527728901,0.24219748417191897,-6.23448487888117,4.53267107195341e-10,6.367069717543969e-08,chrX,153498231.0,153501558.0,+,3327.0,3327.0
Nxt2,834.259810461826,-2.47321611493657,0.39691545553655294,-6.23109047641709,4.6319947875896896e-10,6.44341954529953e-08,chrX,142226769.0,142239700.0,+,12931.0,2990.0
Zfp280c,1613.5984903550302,-2.3411914181309,0.37599183641671896,-6.2267081127158,4.76337360028076e-10,6.56246316777141e-08,chrX,48541625.0,48594452.0,-,52827.0,4474.0
Syk,788.8111124717179,0.9752189189924599,0.15684393203397,6.2177663257080305,5.042817813211649e-10,6.88128510739967e-08,chr13,52583436.0,52648792.0,+,65356.0,5272.0
Plk5,396.447402103539,2.3951662920265497,0.38546032640133293,6.2137816215429496,5.17244006991054e-10,6.99157748317719e-08,chr10,80356458.0,80365489.0,+,9031.0,2112.0
Gla,734.401995023719,-1.3113979460049199,0.211160746563096,-6.21042484149897,5.284154528671639e-10,7.07582860624367e-08,chrX,134588168.0,134601005.0,-,12837.0,3032.0
Capn6,59.9096975218552,-3.4633174165237794,0.5579253991771379,-6.207491936433951,5.38368703820192e-10,7.142358137347879e-08,chrX,143802236.0,143827412.0,-,25176.0,3553.0
Prdx4,2438.45983002915,-1.04690333873456,0.16919119947804198,-6.187693816015719,6.10507620001883e-10,8.02509465998805e-08,chrX,155323919.0,155338454.0,-,14535.0,975.0
Foxp1,460.290713944732,1.59662828844374,0.259312818003679,6.1571514309836,7.40650228218853e-10,9.647305881745211e-08,chr6,98925341.0,99435345.0,-,510004.0,7484.0
Dapk1,1236.21177577571,1.1187559091369599,0.18174642158067397,6.15558699536964,7.47999214860027e-10,9.655254730193211e-08,chr13,60601946.0,60763191.0,+,161245.0,5940.0
Itgb7,460.45422799002404,1.78829604542184,0.29156905632473307,6.133353339903599,8.604574295021901e-10,1.10077089731316e-07,chr15,102215994.0,102231935.0,-,15941.0,2674.0
Esx1,235.960216534453,-2.2861949212498702,0.373265786362927,-6.12484456056467,9.077217794491197e-10,1.15095908459708e-07,chrX,137115396.0,137120326.0,-,4930.0,1600.0
Apex2,824.170509606194,-2.2166030136358597,0.363657526492221,-6.095303553914701,1.09229976381857e-09,1.37284833473618e-07,chrX,150571506.0,150588149.0,-,16643.0,1885.0
Oas1a,812.2415207720061,-1.1789087877313997,0.193826127736575,-6.08230067585953,1.18470131110459e-09,1.47603481613101e-07,chr5,120896256.0,120907525.0,-,11269.0,1888.0
Dbn1,427.652909853763,1.64841367444633,0.27175750264860804,6.06575221799042,1.31337482405388e-09,1.6222443516417198e-07,chr13,55473427.0,55488076.0,-,14649.0,3047.0
Spin2c,102.43496140852899,-1.8180672639528501,0.30064385627893103,-6.04724568948479,1.4734298046622398e-09,1.7957019262957002e-07,chrX,153832292.0,153834240.0,+,1948.0,1306.0
Klhl15,202.56986868959098,-1.69092604705896,0.27964668821080896,-6.04665142962205,1.47887232902633e-09,1.7957019262957002e-07,chrX,94234929.0,94273515.0,+,38586.0,5256.0
Lrch2,718.877014355933,-1.41688772413842,0.234470202347195,-6.04293300365879,1.5133750758296101e-09,1.8221544610493e-07,chrX,147471693.0,147554081.0,-,82388.0,3616.0
Stat2,1292.74635335721,0.845230385432577,0.14013212550700901,6.0316674879116,1.6227641656098302e-09,1.92164698039789e-07,chr10,128270575.0,128292849.0,+,22274.0,4394.0
Aldoc,598.627749412733,1.8141126197639998,0.300765026757937,6.03166079287552,1.6228314114192098e-09,1.92164698039789e-07,chr11,78323072.0,78327778.0,+,4706.0,2870.0
Kdelr3,1230.6998545394001,2.11994542677479,0.35230283809858703,6.0173952563548605,1.7724592864125303e-09,2.08162267669825e-07,chr15,79516407.0,79527739.0,+,11332.0,1414.0
Slc39a3,193.31881460944803,-1.2370487623389999,0.20640841510397198,-5.9932089576671395,2.0574021155426602e-09,2.39662256191018e-07,chr10,81028539.0,81033912.0,-,5373.0,3462.0
Papl,70.7834270853988,1.8129853771864,0.304281117620425,5.95825791414374,2.5494094879433103e-09,2.94580154381063e-07,chr7,28607636.0,28631015.0,-,23379.0,1923.0
Gpc3,2840.25197085036,-2.94890940136246,0.496054828606271,-5.9447247185312,2.76921833487813e-09,3.16211734472762e-07,chrX,52272426.0,52613974.0,-,341548.0,2268.0
Abcb7,2964.46364721606,-1.35155144360522,0.227379128181503,-5.94404356465981,2.78075645893133e-09,3.16211734472762e-07,chrX,104280564.0,104413846.0,-,133282.0,5759.0
Map3k15,401.946397977591,-1.81459711358471,0.30544688047705,-5.940794388702391,2.83644193404732e-09,3.20004252212835e-07,chrX,159988432.0,160123351.0,+,134919.0,4348.0
Vnn1,54.312851802853295,-2.6439322863389902,0.4457669659997489,-5.931198334558691,3.0073167850821903e-09,3.36631522630137e-07,chr10,23894687.0,23905343.0,+,10656.0,2416.0
Kifc2,365.898163435156,1.57139159915468,0.265014685004574,5.929451038260599,3.0394912463170898e-09,3.3759558587001e-07,chr15,76660640.0,76668196.0,+,7556.0,3143.0
Nlrx1,244.58148799217201,1.5616234251975603,0.263532195709622,5.92574057599499,3.1089306518100897e-09,3.42651987531807e-07,chr9,44252712.0,44268599.0,-,15887.0,3980.0
Timm8a1,485.127765797816,-1.38965451937964,0.23508743715987498,-5.91122407972224,3.3957470803617796e-09,3.7140659669789e-07,chrX,134537257.0,134541629.0,-,4372.0,1183.0
Micall1,608.5757956483619,0.960494772368353,0.16299996267832997,5.892607314664401,3.80149053638301e-09,4.1263451822193797e-07,chr15,79108982.0,79136901.0,+,27919.0,6694.0
Mal,166.784480908224,-3.12366665652214,0.532337759701219,-5.86782845965188,4.41539712315484e-09,4.7566774421475604e-07,chr2,127633225.0,127656695.0,-,23470.0,2778.0
Vma21,1059.90242678304,-0.8986694904859941,0.153188307004436,-5.86643659727875,4.45260415665856e-09,4.760963608701779e-07,chrX,71816079.0,71824706.0,+,8627.0,4806.0
Fam132a,238.18877006331402,2.08670094149627,0.35822020404298,5.82519053349069,5.7047477596525495e-09,6.0546389555779e-07,chr4,155962311.0,155966629.0,+,4318.0,1321.0
Tmsb4x,7236.17612289746,-1.6891630474951398,0.29012955775035604,-5.82209913596117,5.81130595530329e-09,6.1223817446754e-07,chrX,167207093.0,167209218.0,-,2125.0,670.0
Tpbg,209.00963312711002,-1.3143300333739099,0.22617262227773896,-5.81118094726743,6.20336676658883e-09,6.48772547676531e-07,chr9,85842379.0,85847055.0,+,4676.0,3722.0
Acsl4,1044.23988725597,-1.43379423221686,0.247384162456723,-5.795820629656039,6.798789983230171e-09,7.05891759997985e-07,chrX,142317992.0,142390535.0,-,72543.0,5280.0
Sytl1,139.83499372376102,1.77995543608174,0.308919229240922,5.76187970057886,8.318228084835022e-09,8.57435769780691e-07,chr4,133253089.0,133263087.0,-,9998.0,1925.0
Fundc2,957.3040918908999,-0.9318672626766741,0.161771676118135,-5.7603857797465805,8.39219044724524e-09,8.5888074805807e-07,chrX,75382398.0,75397158.0,+,14760.0,3261.0
Polr2a,20153.7293214202,0.8122725313584681,0.141248920469212,5.750645942356201,8.890312171485341e-09,9.03407041085404e-07,chr11,69733998.0,69758633.0,-,24635.0,6734.0
Ybx2,632.30327948623,1.6871834470473102,0.293939312588659,5.7399040372948305,9.47302149140346e-09,9.558412107663999e-07,chr11,69935898.0,69941599.0,+,5701.0,1564.0
Phf6,1132.74068924207,-1.53965060850944,0.269150219292817,-5.720413724925881,1.06264976899552e-08,1.0574654128985e-06,chrX,52912213.0,52956961.0,+,44748.0,4420.0
Armcx2,591.477208498193,-2.9848539973661,0.521791770166534,-5.7203930150402,1.06277930944573e-08,1.0574654128985e-06,chrX,134804141.0,134809221.0,-,5080.0,3778.0
Usp27x,200.54858402305598,-1.4898201803540803,0.260920572310265,-5.70986092496575,1.13068530832862e-08,1.11727304122293e-06,chrX,7372590.0,7375830.0,-,3240.0,3240.0
Cxx1b,42.805755105684206,-2.61003608722329,0.45730595890861103,-5.707417619163119,1.14703106019368e-08,1.12566171441473e-06,chrX,53669176.0,53670408.0,-,1232.0,1232.0
Ccdc136,662.0292883949401,0.9494331590592671,0.166478992172275,5.703020823653111,1.17702596730507e-08,1.1418541303722901e-06,chr6,29398925.0,29426995.0,+,28070.0,3491.0
Wfdc2,2546.89270835061,-1.39839790165708,0.24521821046154202,-5.7026674284306,1.1794696489049298e-08,1.1418541303722901e-06,chr2,164562715.0,164568506.0,+,5791.0,708.0
Rab6b,405.346909330254,1.10752946325796,0.19442192555869398,5.69652553370895,1.22273586651241e-08,1.1757959392879e-06,chr9,103112073.0,103185270.0,+,73197.0,4734.0
Gm3336,132.876628291329,1.89606290640068,0.3332863528900661,5.68899053309299,1.2779255250477299e-08,1.21598300381309e-06,chr8,70718542.0,70722635.0,+,4093.0,1152.0
AA467197,759.471171572748,-3.0299058213065297,0.5326357913543379,-5.688513371589909,1.2815007926840901e-08,1.21598300381309e-06,chr2,122637886.0,122641076.0,+,3190.0,640.0
Crym,137.28965881924,1.87474590707594,0.32972167088798804,5.6858437664318,1.30168356210819e-08,1.22700803143988e-06,chr7,120186383.0,120201988.0,-,15605.0,1256.0
Nxf7,96.9052294304424,-2.7144762726578504,0.477959287336272,-5.67930437712796,1.3524362656579899e-08,1.26651678525148e-06,chrX,135579786.0,135593855.0,-,14069.0,1863.0
