,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,strand,length,exon_length
Ccdc106,282.708654804721,2.1560144704995,0.22635719648779395,9.52483289222818,1.65307665856444e-21,2.7885096611388697e-19,chr7,5056151.0,5060784.0,+,4633.0,2093.0
Des,344.031582054639,1.7762687495654,0.18654421559752804,9.52197174206532,1.69923852456285e-21,2.83343141101532e-19,chr1,75360291.0,75368579.0,+,8288.0,3065.0
Atp11c,1373.00895936114,-1.23140396253599,0.129548147194074,-9.50537687498719,1.9932493167092298e-21,3.2859167997159993e-19,chrX,60223289.0,60403981.0,-,180692.0,6047.0
Misp,240.90271071037301,4.10029899006608,0.43160889240565203,9.500033623524999,2.09822541187434e-21,3.4201074213551697e-19,chr10,79821020.0,79830452.0,+,9432.0,2427.0
Trap1a,9030.662179651508,-2.55277296236848,0.269801633832507,-9.461666062234599,3.0307511039284196e-21,4.88523402940995e-19,chrX,139333682.0,139338165.0,+,4483.0,1174.0
Rap1gap2,1464.3352019551598,1.91761869844873,0.202740078468937,9.458508218652659,3.12367653919908e-21,4.97968962133638e-19,chr11,74383482.0,74590158.0,-,206676.0,6410.0
Fmr1,6177.29755945924,-1.42951404249954,0.151414147845726,-9.44108633729564,3.689343045419779e-21,5.81753256085921e-19,chrX,68678540.0,68717961.0,+,39421.0,4407.0
Gnl3l,8770.11742762303,-1.87690214518818,0.19882734301660396,-9.43985931065552,3.732802630837689e-21,5.822770727479829e-19,chrX,150983132.0,151017322.0,-,34190.0,4877.0
Arxes2,536.736419777214,-2.2116534480800296,0.23571024408511898,-9.38293308661358,6.416249707761379e-21,9.90218452239302e-19,chrX,135993819.0,135995359.0,+,1540.0,1540.0
Armcx6,88.19250595434,-3.5804750974377297,0.38309620509029707,-9.34615130576352,9.089512201745099e-21,1.38801635274438e-18,chrX,134748454.0,134751419.0,-,2965.0,2034.0
Tspyl2,3159.6781728275605,-1.8744292519428403,0.20087853863052696,-9.3311573487223,1.0472107920356199e-20,1.5824882250063299e-18,chrX,152336851.0,152342484.0,-,5633.0,2758.0
Fundc1,733.500806050518,-1.6820551513229498,0.180422246743551,-9.32288108413698,1.1322322710554399e-20,1.69332923259807e-18,chrX,17556568.0,17572297.0,-,15729.0,1950.0
Fgd1,10402.194634420699,-2.2225234493216,0.23945502142888897,-9.2815904885153,1.66967277966557e-20,2.4716268382253497e-18,chrX,151047169.0,151089686.0,+,42517.0,4166.0
Xiap,3044.4918250093397,-1.7369387744749498,0.18873162474159,-9.20322058824617,3.47378813179202e-20,5.09032771999058e-18,chrX,42067835.0,42109664.0,+,41829.0,7202.0
Morc4,347.60664064464896,-3.32366411385979,0.362905050300937,-9.1584950694504,5.26260759106882e-20,7.634464832363539e-18,chrX,139821634.0,139871654.0,-,50020.0,4409.0
Capg,765.8470664897541,2.10858874554047,0.230713575219331,9.13942208877788,6.27869525787161e-20,9.01832001048945e-18,chr6,72544390.0,72562983.0,+,18593.0,1917.0
Piga,2327.12809166914,-1.23081964638632,0.134817189817117,-9.129545335101279,6.87875733039171e-20,9.78334633254829e-18,chrX,164419786.0,164433915.0,+,14129.0,3593.0
Fam132a,322.6938778242,2.4229801673990297,0.265626757614566,9.12174733132442,7.392270789666549e-20,1.0411618674339099e-17,chr4,155962311.0,155966629.0,+,4318.0,1321.0
Slc25a14,251.905312461265,-2.5950847280633798,0.285171208379611,-9.10009373950856,9.025389806767939e-20,1.2589550954498299e-17,chrX,48623577.0,48662298.0,+,38721.0,1866.0
Zmym3,5645.338955272359,-1.2802006406871,0.14077292785933201,-9.09408264894758,9.538829703547439e-20,1.31790288104155e-17,chrX,101404383.0,101420685.0,-,16302.0,6051.0
Tfap2c,3183.1559686500605,-2.05587802621032,0.22609884488110102,-9.09282852502606,9.64953656972296e-20,1.3206210095940699e-17,chr2,172549592.0,172558621.0,+,9029.0,3068.0
Hnrnph2,5223.926783071121,-1.9232672945867402,0.21157293303892702,-9.090327703841382,9.874099197142439e-20,1.3387248322705198e-17,chrX,134601285.0,134607054.0,+,5769.0,2364.0
Egfl7,1452.22330784507,1.21734921300778,0.134061877641648,9.080502484545221,1.0807474376553999e-19,1.4517039887099e-17,chr2,26581055.0,26592682.0,+,11627.0,1626.0
Prps1,10454.9258684249,-2.07902203859046,0.229002303627613,-9.078607532137369,1.0997271710753598e-19,1.46364606154039e-17,chrX,140456602.0,140476140.0,+,19538.0,1975.0
Atp1b2,1489.90287164949,2.07858306892176,0.22938389685199398,9.061591059563039,1.28561379205728e-19,1.69549084376136e-17,chr11,69599749.0,69605960.0,-,6211.0,2959.0
Ube2a,3020.8613402982105,-1.2913593294438799,0.142746569515474,-9.04651743174741,1.47600662526046e-19,1.92904757771653e-17,chrX,36874365.0,36884220.0,+,9855.0,1659.0
Sh3bgrl,216.219719660853,-3.3607896443974,0.371998883443269,-9.03440788125356,1.64892688166872e-19,2.1358019886043002e-17,chrX,109095406.0,109162467.0,+,67061.0,2836.0
Acsl4,1472.48093243736,-2.00472069100987,0.222201187932594,-9.022097089859,1.84522578523748e-19,2.3689106607469198e-17,chrX,142317992.0,142390535.0,-,72543.0,5280.0
Elk1,2731.0065902808,-1.66262504757668,0.18446465918266897,-9.013244352297528,2.0004889941779398e-19,2.5457099858367898e-17,chrX,20933394.0,20950608.0,-,17214.0,3548.0
Fam120c,450.2632967694099,-1.9709334396096299,0.219397386213844,-8.983395261092939,2.6253736077169497e-19,3.31185173279564e-17,chrX,151344222.0,151474134.0,+,129912.0,7707.0
Tmsb4x,8012.092151814921,-2.02052461426732,0.22498050895411398,-8.980887382912869,2.6859164940955997e-19,3.35901642929698e-17,chrX,167207093.0,167209218.0,-,2125.0,670.0
Stag2,3314.1194218737896,-1.50894716912287,0.168041201727469,-8.979626148889949,2.7168832898971e-19,3.3687030672254097e-17,chrX,42149411.0,42277186.0,+,127775.0,6211.0
Snx12,2476.18300083276,-1.07008188252229,0.12050702054137401,-8.8798302183141,6.696248994288429e-19,8.23241391187646e-17,chrX,101097785.0,101222563.0,-,124778.0,2937.0
Mtmr1,669.120044561305,-1.82140724193815,0.20553310823918902,-8.86186783989314,7.868484478735959e-19,9.592277675043909e-17,chrX,71364759.0,71419196.0,+,54437.0,4634.0
C330007P06Rik,1871.76656855432,-1.38066651781374,0.156096996953168,-8.844926838842198,9.15882979191499e-19,1.1072261982609199e-16,chrX,36848543.0,36864246.0,-,15703.0,3339.0
Eml2,2322.55282574105,1.42982937839771,0.16288177829612197,8.7783261783786,1.65925474840152e-18,1.98932302769098e-16,chr7,19181169.0,19206482.0,+,25313.0,2312.0
Tsr2,2558.68802827542,-1.63871896625024,0.187276717048374,-8.750254661004961,2.12871816152561e-18,2.5312552761682e-16,chrX,151087093.0,151096543.0,-,9450.0,3805.0
Adgrb2,555.429651213157,1.61871163167438,0.18505116864643,8.74737319150459,2.18376554345901e-18,2.57560054788291e-16,chr4,129984869.0,130022633.0,+,37764.0,5497.0
Rlim,3487.7208236185497,-2.66785603710691,0.305981587868362,-8.71900840731198,2.80648731122276e-18,3.28336382450876e-16,chrX,103957166.0,103981284.0,-,24118.0,7435.0
Ccdc160,457.360325500828,-3.36787223201836,0.39128958901680894,-8.60710922690478,7.492604654976239e-18,8.695617258379231e-16,chrX,52791199.0,52799468.0,+,8269.0,1536.0
Klhl13,15564.4510071722,-1.53335507789002,0.17849312803923897,-8.590555248451519,8.655003992961e-18,9.964931978244859e-16,chrX,23219270.0,23365082.0,-,145812.0,3522.0
Hmha1,862.5118314940049,2.48745339361765,0.291244385599505,8.54077715008106,1.3332211290284102e-17,1.52291645030041e-15,chr10,80016671.0,80031471.0,+,14800.0,4052.0
Cetn2,1791.0607836716501,-1.41898302772861,0.166327452130806,-8.5312617343087,1.44760105197162e-17,1.6406522235118998e-15,chrX,72913564.0,72918344.0,-,4780.0,1186.0
Ivns1abp,4358.509861712921,0.995766046042154,0.11686585881868598,8.520589812179951,1.5874281234607902e-17,1.7851798284531502e-15,chr1,151344497.0,151364445.0,+,19948.0,5037.0
Crym,144.66603146517,2.89865894992082,0.340502038414389,8.512897495177901,1.69640027919758e-17,1.89305221925533e-15,chr7,120186383.0,120201988.0,-,15605.0,1256.0
Kcnk6,300.03481706676,1.8951021404895498,0.222745977915244,8.507907340130089,1.77100633368054e-17,1.96122052539722e-15,chr7,29221927.0,29232522.0,-,10595.0,4089.0
Gjb3,8846.23492468563,-1.04893631961437,0.123574883680612,-8.48826467298497,2.09745446543401e-17,2.3051342371251e-15,chr4,127325234.0,127330836.0,-,5602.0,1922.0
Shroom2,1487.1243650857998,-2.06820860632189,0.24375350443500102,-8.48483639698151,2.16022448277341e-17,2.35626891515743e-15,chrX,152609508.0,152769486.0,-,159978.0,8204.0
Lmna,2256.88567977162,1.88782318512528,0.22271139792244699,8.47654499381596,2.3198004756540803e-17,2.5114436940532697e-15,chr3,88481147.0,88503352.0,-,22205.0,3362.0
Egfl6,1103.77258824519,-2.6898045251035203,0.318246124641239,-8.451963172012709,2.8644496209466804e-17,3.07811634452396e-15,chrX,166523006.0,166585716.0,-,62710.0,2700.0
Uxt,1086.98887925688,-1.28425917942983,0.152460884860322,-8.42353224308263,3.6530049762794e-17,3.89662817580038e-15,chrX,20951664.0,20961978.0,-,10314.0,833.0
Smim10l2a,293.098360890082,-2.8455299517478196,0.33799387757125704,-8.418880164916361,3.80099951112985e-17,4.024897803500779e-15,chrX,56374585.0,56378470.0,+,3885.0,3064.0
Dpp4,1202.27706959233,1.5001282789434498,0.17830479748089198,8.41328051817681,3.9869993515664205e-17,4.19126084008507e-15,chr2,62330072.0,62412231.0,-,82159.0,6301.0
Smc1a,11066.9087430872,-1.43203335999876,0.171595653714448,-8.34539412275441,7.09767825998181e-17,7.40762723147885e-15,chrX,152016427.0,152061973.0,+,45546.0,3970.0
Gpkow,1740.91926958392,-1.39105607316562,0.16722153104937001,-8.31864212961266,8.897675849319259e-17,9.21989882471961e-15,chrX,7697133.0,7710259.0,+,13126.0,3573.0
Enox2,529.913265186005,-1.4227285682578101,0.171277947651194,-8.30654843643492,9.85260210050118e-17,1.01369999058135e-14,chrX,49009706.0,49288242.0,-,278536.0,3977.0
4930502E18Rik,121.732266576462,-5.16618000139143,0.622071269334959,-8.304804057121089,9.99843095254741e-17,1.0214594213282101e-14,chrX,53724830.0,53738222.0,+,13392.0,1203.0
Mecp2,1854.99556100543,-1.28029398991062,0.154537448588548,-8.28468440241546,1.1842269448140098e-16,1.2013692509382401e-14,chrX,74026591.0,74085690.0,-,59099.0,10559.0
Hmgn5,769.590806234676,-1.8933440134574397,0.22934416637741897,-8.25547055921913,1.51304920286857e-16,1.52429199902877e-14,chrX,109004536.0,109013380.0,-,8844.0,1907.0
Ubl4a,847.350914581645,-1.4420262812938702,0.17502044015694498,-8.239187834293949,1.73383558811503e-16,1.7346726121920503e-14,chrX,74365717.0,74368548.0,-,2831.0,2317.0
Cdo1,572.872335165108,1.698481043577,0.20673481701703797,8.21574743956659,2.1084680303367702e-16,2.09503737781476e-14,chr18,46713204.0,46728342.0,-,15138.0,1530.0
Las1l,9796.20460372571,-1.56305086559244,0.190476671948697,-8.205996301811862,2.2868645646228703e-16,2.2568397441485697e-14,chrX,95935312.0,95956974.0,-,21662.0,2613.0
Plek2,146.02860908628298,2.69667687191903,0.33002653597825,8.17109104249953,3.056128902267e-16,2.9956258098099603e-14,chr12,78888696.0,78906938.0,-,18242.0,1551.0
Rbmx2,1349.4842544733,-1.5572419323488602,0.190759941507635,-8.16335924639887,3.2583358563259797e-16,3.17239451461214e-14,chrX,48695003.0,48710719.0,+,15716.0,1743.0
Atp6ap1,5502.56895179661,-1.2165301221316398,0.14912984685117597,-8.157522775073181,3.4196560026126897e-16,3.3072633086601596e-14,chrX,74297096.0,74304721.0,+,7625.0,2189.0
Prtn3,59.459010069387595,4.92023293920988,0.603427374349385,8.15381129256006,3.5263096614019795e-16,3.38782610979858e-14,chr10,79879666.0,79883172.0,+,3506.0,970.0
Praf2,2120.43893525198,-1.3263912244218798,0.16277136099495498,-8.148799741638781,3.67554033234205e-16,3.5079647106109296e-14,chrX,7728570.0,7731063.0,+,2493.0,1206.0
Papl,134.104041452915,2.88219120516887,0.355637495442115,8.10429508166973,5.305220406640941e-16,5.03025048621831e-14,chr7,28607636.0,28631015.0,-,23379.0,1923.0
