,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,strand,length,exon_length
Duox1,79.3966108704352,3.46026274782167,0.438392600779609,7.89306831745829,2.9484610462522997e-15,3.54478729285682e-12,chr2,122315671.0,122347972.0,+,32301.0,5267.0
Mageb16,353.34259350847196,-1.4795332833471297,0.19112973981336803,-7.740989365610219,9.864615047517949e-15,1.09474462531186e-11,chrX,79623230.0,79671435.0,-,48205.0,1946.0
Hprt,3716.74758497661,-0.986067210988107,0.129662861764411,-7.604854601927,2.85224376760957e-14,2.93923720252166e-11,chrX,52988077.0,53021660.0,+,33583.0,1349.0
Wbp5,3946.47400003324,-1.02635495608649,0.136508523111846,-7.51861446223076,5.5359767153853304e-14,5.32450240485761e-11,chrX,136245079.0,136247139.0,+,2060.0,1018.0
Pgk1,15663.4188704874,-1.1097878674332602,0.15257394833340499,-7.27377038842927,3.495900074084339e-13,3.15220939805092e-10,chrX,106187099.0,106203699.0,+,16600.0,1825.0
Msn,4884.4906085392895,-1.31809477973473,0.18279337984122898,-7.210845277217389,5.56056088390647e-13,4.71895363953639e-10,chrX,96096044.0,96168553.0,+,72509.0,3840.0
Pls3,1143.61593458896,-2.08973693481575,0.29549804718982897,-7.0719145344243,1.5281053148686698e-12,1.22477640986724e-09,chrX,75785653.0,75875170.0,-,89517.0,3492.0
Gpc3,1274.21220638441,-1.7721065919293402,0.25718354994674697,-6.8904352253333405,5.56219494661656e-12,4.22346244709669e-09,chrX,52272426.0,52613974.0,-,341548.0,2268.0
Prps1,3282.89606935331,-0.9780606512532709,0.146360267652164,-6.68255577106284,2.34810552355277e-11,1.69380591941479e-08,chrX,140456602.0,140476140.0,+,19538.0,1975.0
Nhsl2,61.2426327208666,-2.78318115050048,0.418277268631265,-6.65391442286101,2.85398658577358e-11,1.9606887844264498e-08,chrX,101849384.0,102092055.0,+,242671.0,12971.0
Klf8,1479.80626649873,-1.23716763111244,0.18826908633137196,-6.57127335783054,4.98867765196851e-11,3.27143874931589e-08,chrX,153238044.0,153396134.0,+,158090.0,4457.0
Dmd,1514.1679830010098,-1.31239243163599,0.20182795218648603,-6.50253058319373,7.897995744227551e-11,4.954103678346559e-08,chrX,82948869.0,85205050.0,+,2256181.0,13852.0
Efnb1,132.14130536067898,-1.65956111528675,0.264421283619237,-6.276200964505191,3.4694569208311097e-10,2.0855772915346e-07,chrX,99136060.0,99149022.0,+,12962.0,3358.0
Plk5,478.25050984169997,1.29349283890021,0.206917211502284,6.251257831617969,4.07160059208246e-10,2.3496392696789498e-07,chr10,80356458.0,80365489.0,+,9031.0,2112.0
Hsd17b10,2066.96682284073,-0.687695718637394,0.111571730863185,-6.16370933135996,7.10603314741065e-10,3.9430284699112895e-07,chrX,152001895.0,152004442.0,+,2547.0,911.0
Abcb7,1770.03777357517,-0.932770335618689,0.15279259813576598,-6.104813629714349,1.02920704500997e-09,5.499396310503279e-07,chrX,104280564.0,104413846.0,-,133282.0,5759.0
Pdk3,964.848042840327,-1.20200524653968,0.19845875714184696,-6.05670046437182,1.38941962241585e-09,7.15898460449765e-07,chrX,93764615.0,93832095.0,-,67480.0,2000.0
Zfp280c,655.7841767893241,-1.57515287155781,0.260417726562088,-6.04856240914253,1.46144009330229e-09,7.270412491749009e-07,chrX,48541625.0,48594452.0,-,52827.0,4474.0
Trap1a,4716.72001004003,-0.87775086549252,0.145597335654827,-6.0286190097148395,1.6536660415129999e-09,7.952479993636041e-07,chrX,139333682.0,139338165.0,+,4483.0,1174.0
Rhox5,1188.42420909113,-0.8625185801017329,0.14375601984890501,-5.99987799473222,1.97465841227985e-09,9.189805456116579e-07,chrX,37754607.0,37808878.0,+,54271.0,800.0
Stk26,51.69207250588779,-2.6606702022563598,0.447037747553986,-5.95177972512277,2.65242207374773e-09,1.1958279143112e-06,chrX,50841435.0,50891850.0,+,50415.0,2003.0
Ubqln2,2259.2102479526397,-0.907451525995514,0.153390957083422,-5.91593887442789,3.2998775335819302e-09,1.44264645990868e-06,chrX,153498231.0,153501558.0,+,3327.0,3327.0
Maged2,674.025222606222,-1.4738513415237902,0.249356636384,-5.910616067398809,3.4083059457376303e-09,1.44622440821049e-06,chrX,150806420.0,150814339.0,-,7919.0,2214.0
Eda,103.369145738664,-1.6889455152068897,0.28601134843818,-5.90516958305919,3.5228417982705295e-09,1.45211538924711e-06,chrX,99975605.0,100400760.0,+,425155.0,5111.0
Zfp275,619.16297479775,-1.19104763659926,0.204376788281863,-5.82770502762108,5.61947901789306e-09,2.25200621642065e-06,chrX,73342619.0,73359080.0,+,16461.0,6377.0
Aifm1,2609.14799183511,-0.9024202616546372,0.156064425586788,-5.782357242924651,7.36610718343446e-09,2.87218454960565e-06,chrX,48474943.0,48513563.0,-,38620.0,2368.0
Lrrc15,176.428152397921,-1.57202951123976,0.27351039703800195,-5.747604216381379,9.05168096052493e-09,3.43654213730245e-06,chr16,30269301.0,30283254.0,-,13953.0,5308.0
Serpine2,611.853708417805,0.792798346129715,0.138380364675913,5.72912456175738,1.0095024939788299e-08,3.7343826873417e-06,chr1,79794320.0,79858665.0,-,64345.0,2055.0
Egln3,537.303961256299,-1.57849190063245,0.285324006320395,-5.532278622430169,3.16097262060303e-08,1.140083799936e-05,chr12,54178980.0,54203874.0,-,24894.0,2676.0
Igbp1,2823.21441395278,-0.641327167102622,0.11711722074323701,-5.47594250472049,4.35188985395906e-08,1.5313345103187198e-05,chrX,100494290.0,100516125.0,+,21835.0,1518.0
Pfkfb1,418.112372562494,-1.26970061946394,0.23522608477758603,-5.39778834759963,6.74673896005994e-08,2.31750483278059e-05,chrX,150589920.0,150643878.0,+,53958.0,1739.0
Ocrl,1920.6728295269502,-0.6913682178772691,0.12849843633937402,-5.38036288668381,7.433583894234741e-08,2.4940538335377803e-05,chrX,47912455.0,47965866.0,+,53411.0,5182.0
Armcx3,49.86507165687961,-2.4070220371962003,0.447782350588075,-5.37542856263774,7.64007393792145e-08,2.50507606141802e-05,chrX,134756567.0,134761456.0,+,4889.0,3385.0
Rlim,2672.4494809693697,-1.1665929777710802,0.21805492025987197,-5.34999612198965,8.795611664259041e-08,2.76196283553063e-05,chrX,103957166.0,103981284.0,-,24118.0,7435.0
Bex1,7981.578132789741,-1.31982538086642,0.246706765102772,-5.349773770154259,8.80642478924302e-08,2.76196283553063e-05,chrX,136213971.0,136215513.0,-,1542.0,866.0
Dusp9,3641.2451352974895,-1.12185488228531,0.212044634842566,-5.2906544092390595,1.21879474236025e-07,3.6836856877663596e-05,chrX,73639440.0,73643514.0,+,4074.0,2700.0
Slc4a11,1411.1608167022302,0.6814720685296689,0.128831551159756,5.28963644693385,1.22559723444088e-07,3.6836856877663596e-05,chr2,130684107.0,130697519.0,-,13412.0,3201.0
Mtmr1,318.801398302367,-1.12600395482887,0.21379153082407198,-5.2668314338207,1.38798545210884e-07,4.0866257382804703e-05,chrX,71364759.0,71419196.0,+,54437.0,4634.0
Eif4e3,69.7173849721517,1.5989437135229,0.304841341635,5.245166895497349,1.56140920970307e-07,4.50529013367725e-05,chr6,99625136.0,99666771.0,-,41635.0,2513.0
9630028I04Rik,123.51757407118099,-1.16734996802772,0.225551671217154,-5.17553233690668,2.27262063110951e-07,6.42884271470919e-05,chr17,27235074.0,27248066.0,-,12992.0,2579.0
Elf4,932.187204351282,-0.823579795043868,0.15925119656344197,-5.1715768095706105,2.32126818661098e-07,6.44018002466087e-05,chrX,48411048.0,48463132.0,-,52084.0,5847.0
Hdac8,266.424751788573,-0.9866126716870721,0.192246247289987,-5.13202564728792,2.86640428397862e-07,7.80256879338859e-05,chrX,102284639.0,102505148.0,-,220509.0,1724.0
Phka1,505.905056402173,-1.94079505575564,0.382275515256851,-5.076953606227231,3.8353447318358996e-07,0.000102467626752216,chrX,102513974.0,102644246.0,-,130272.0,6115.0
Kif4,2007.9598761591699,-0.627071636453997,0.12368093832879198,-5.07007502471395,3.97658913889624e-07,0.000104309548194284,chrX,100626064.0,100727271.0,+,101207.0,4712.0
Smim10l2a,89.67090739542108,-1.5814182442795102,0.31253476568455796,-5.05997545846034,4.1931044372673995e-07,0.000108024853065101,chrX,56374585.0,56378470.0,+,3885.0,3064.0
Mcf2,2339.9433383832197,-0.9658083985907661,0.19149230815116502,-5.04358847577496,4.5688136207117005e-07,0.00011563907737896101,chrX,60055955.0,60179089.0,-,123134.0,4502.0
Ankrd37,104.272564789132,-1.45317595592197,0.28885954827535604,-5.03073540271802,4.88602069452801e-07,0.00011916554592848101,chr8,45996907.0,45999850.0,-,2943.0,904.0
Slc17a7,164.532600602987,1.10570500077001,0.21990646466075897,5.02806955891787,4.95442169598924e-07,0.00011916554592848101,chr7,45163920.0,45176139.0,+,12219.0,2940.0
Rap2c,714.957095417624,-1.05030831066498,0.20889141736183603,-5.028010838978941,4.95593869529971e-07,0.00011916554592848101,chrX,51003913.0,51018018.0,-,14105.0,3543.0
Snai3,87.5684020727079,1.30354525715706,0.263256060643563,4.9516248703653,7.359637107376309e-07,0.000174061450078882,chr8,122454205.0,122460692.0,-,6487.0,1589.0
Atp11c,822.295539652854,-0.6533416284988111,0.13227588160406598,-4.939234731048099,7.842975647669041e-07,0.000180088732831162,chrX,60223289.0,60403981.0,-,180692.0,6047.0
Hrk,386.949525862388,1.09062716629656,0.220832430926065,4.9387092363336,7.86413680485423e-07,0.000180088732831162,chr5,118169763.0,118189478.0,+,19715.0,5366.0
Hdx,57.788697138303206,-2.23436535227855,0.45299377582936495,-4.932441617299831,8.1208056412117e-07,0.000182064783068934,chrX,111575203.0,111697079.0,-,121876.0,4261.0
Mcam,5564.43778560391,1.1090268373271799,0.22493287731123499,4.9304790414993205,8.20282172279804e-07,0.000182064783068934,chr9,44134657.0,44142726.0,+,8069.0,2892.0
Tmem28,45.6539230860156,-2.8002977771461497,0.5735157172270601,-4.882687070348379,1.04649878411e-06,0.00022875512058113598,chrX,99821068.0,99846345.0,+,25277.0,1416.0
Chrnb1,449.514890626098,0.903529395776366,0.18542532791146,4.872739910740769,1.10061077287403e-06,0.00023699271075005297,chr11,69784035.0,69795937.0,-,11902.0,2149.0
Shroom2,975.6459896288609,-0.6648012887335191,0.13723407175096303,-4.84428742987331,1.27066874087549e-06,0.00026818808230466497,chrX,152609508.0,152769486.0,-,159978.0,8204.0
Cetn2,915.1281418799459,-0.908663355741604,0.1876464798612,-4.84242153870264,1.28266290143632e-06,0.00026818808230466497,chrX,72913564.0,72918344.0,-,4780.0,1186.0
Tmem164,942.460956378193,-0.738920185767699,0.154389855488217,-4.78606695647885,1.70081336416826e-06,0.00035053763435507796,chrX,142681399.0,142843494.0,+,162095.0,6599.0
Zdhhc9,373.525629716847,-0.883451858040942,0.18524530942925402,-4.76909164805781,1.8505846074245e-06,0.000376033579314272,chrX,48171970.0,48208702.0,-,36732.0,2995.0
Sh3bgrl,220.255714787427,-1.9588729907656801,0.41134605035388,-4.76210477548153,1.91584160280352e-06,0.000382677965003752,chrX,109095406.0,109162467.0,+,67061.0,2836.0
Zfp449,168.68467454152702,-1.2859776773095601,0.27016577066098,-4.75995783686188,1.93633405734206e-06,0.000382677965003752,chrX,56346399.0,56365674.0,+,19275.0,3738.0
Nrbp2,434.658049845615,0.890697955434914,0.18730453377216197,4.75534648039199,1.98106356463233e-06,0.00038622708171554904,chr15,76085593.0,76090013.0,-,4420.0,2496.0
Zc4h2,143.49843250200502,-1.30347328243496,0.27903162043283003,-4.67141781427149,2.99127782917497e-06,0.000575402203220098,chrX,95639193.0,95658509.0,-,19316.0,2256.0
Vma21,624.325823278877,-0.7947793407696829,0.170983489098945,-4.64828121684754,3.34712383836421e-06,0.0006353809949484281,chrX,71816079.0,71824706.0,+,8627.0,4806.0
Acsl4,867.124137116599,-1.01060646823646,0.21883261419824898,-4.6181711621875,3.87136871242128e-06,0.000725353719663661,chrX,142317992.0,142390535.0,-,72543.0,5280.0
Cd99l2,219.783950842977,-1.420600904442,0.308083633140455,-4.61108852151958,4.005659049331e-06,0.000740892860316645,chrX,71420059.0,71492849.0,-,72790.0,3600.0
Lpar4,144.07192514980198,-1.49985286636786,0.326570922775002,-4.59273242584801,4.3747983829557194e-06,0.000798926788239269,chrX,106920624.0,106933899.0,+,13275.0,4237.0
Sytl1,277.736555356713,1.19519591495186,0.260604473111863,4.586244820282991,4.51289381741279e-06,0.000813843988797679,chr4,133253089.0,133263087.0,-,9998.0,1925.0
Slc2a1,9934.593100923641,-0.8972396634209878,0.195953712927844,-4.57883471568298,4.67573479952372e-06,0.000828040350531379,chr4,119108744.0,119137329.0,+,28585.0,2572.0
Tab3,1063.25755811872,-0.809003061647404,0.176791835374327,-4.57602049288349,4.73904143720402e-06,0.000828040350531379,chrX,85574021.0,85634469.0,+,60448.0,6364.0
Bex4,1603.7138218442499,-1.1682939683726898,0.255401553025632,-4.57434167698832,4.7771969132264194e-06,0.000828040350531379,chrX,136139044.0,136140437.0,+,1393.0,782.0
Zfx,981.590365260539,-0.722376352498053,0.15798550757534602,-4.57242163274718,4.82119563628168e-06,0.000828040350531379,chrX,94074630.0,94123407.0,-,48777.0,7002.0
Plac8,149.415224870067,1.2393844941346102,0.271929300036048,4.5577453182511505,5.17056811331384e-06,0.0008772704394873571,chr5,100553732.0,100572205.0,-,18473.0,696.0
Morf4l2,13729.8887956621,-1.10662706892925,0.243038839513475,-4.55329309152621,5.281261297229921e-06,0.0008772704394873571,chrX,136732947.0,136743686.0,-,10739.0,2480.0
Pdzd11,1311.73370621696,-0.9357888323266421,0.205623045602763,-4.55099198430542,5.33935824458451e-06,0.0008772704394873571,chrX,100622905.0,100625907.0,-,3002.0,1015.0
Apln,42.644860377556704,-2.2041901039455096,0.484380830070727,-4.55053124960305,5.35106388541536e-06,0.0008772704394873571,chrX,48025145.0,48034852.0,-,9707.0,3148.0
Morc4,172.63024844540902,-1.36608948910722,0.302196427362424,-4.52053487538047,6.1683581735822995e-06,0.000999897790677211,chrX,139821634.0,139871654.0,-,50020.0,4409.0
Lefty2,5427.78998098538,-0.8326604241647059,0.184307234828091,-4.51778480069625,6.2489946069429195e-06,0.00100171383549295,chr1,180893118.0,180899102.0,+,5984.0,2461.0
Akap17b,438.18225999455495,-0.752134458262673,0.16678383546284198,-4.50963641755465,6.49388251562573e-06,0.00102953014343882,chrX,36608182.0,36645414.0,-,37232.0,6153.0
Las1l,4924.51765535327,-0.7324792954723841,0.162578789877144,-4.505380412942509,6.625414304626451e-06,0.00103896578448745,chrX,95935312.0,95956974.0,-,21662.0,2613.0
Pkd1l2,149.373368258741,-1.57795485093582,0.357419748881426,-4.41485076265137,1.01079697516176e-05,0.00154048277485375,chr8,116995678.0,117082449.0,-,86771.0,7386.0
Insig1,3483.66314732787,-0.643445464028885,0.145758871633037,-4.41445146233586,1.01266432558074e-05,0.00154048277485375,chr5,28071411.0,28078662.0,+,7251.0,2648.0
Usp44,735.4902256686951,0.605709194578257,0.137221965810035,4.41408335030544,1.01438874063288e-05,0.00154048277485375,chr10,93831554.0,93858087.0,+,26533.0,3957.0
Dcaf12l1,259.43143241661,-1.5306519953078401,0.347381372616144,-4.406258124263941,1.051716260087e-05,0.0015805323421120003,chrX,44786566.0,44790197.0,-,3631.0,3534.0
Fmr1,2525.4176690513896,-0.670292808109975,0.152767704587353,-4.38766040191891,1.1457648949636e-05,0.0017041185710969,chrX,68678540.0,68717961.0,+,39421.0,4407.0
Cxx1b,39.084532544478996,-2.26885334040454,0.517492418371991,-4.3843218950767495,1.16347626942263e-05,0.00171280327948574,chrX,53669176.0,53670408.0,-,1232.0,1232.0
Trib3,2085.44829681709,1.15570113540717,0.26385165848596,4.38011700225364,1.1861560245126599e-05,0.00172855282481254,chr2,152337424.0,152344060.0,-,6636.0,2051.0
Rragb,412.259044637416,-1.55080529199011,0.354521334339409,-4.37436380205376,1.21787130645734e-05,0.00175702293382601,chrX,153139957.0,153171943.0,+,31986.0,2281.0
Creb3l1,634.591888204736,0.6075018555868829,0.13935477150923903,4.35939041776268,1.3042524412449302e-05,0.00186301484849907,chr2,91982327.0,92024170.0,-,41843.0,2271.0
Lypd3,19.772745940677396,2.87352691304444,0.6638440123431949,4.3286176565811605,1.5004816620827403e-05,0.00212229891557526,chr7,24636569.0,24641118.0,+,4549.0,1629.0
Tceal8,2455.72544045136,-1.05255873042046,0.24406158625685603,-4.31267675738503,1.61289843046729e-05,0.00225672383603436,chrX,136168983.0,136172251.0,-,3268.0,2358.0
Celf5,954.955562864073,0.6985674702521301,0.162051337878737,4.31077879020577,1.62680584284725e-05,0.00225672383603436,chr10,81459227.0,81482709.0,-,23482.0,4390.0
Alox5,42.5330147589872,1.64691880955515,0.382648368381681,4.30400060640633,1.6774120327370998e-05,0.00230476413298078,chr6,116410070.0,116461178.0,-,51108.0,2827.0
Dbn1,1799.3493494646802,0.5889213149138511,0.13690802327835902,4.30158365311042,1.69581728545536e-05,0.00230704620563727,chr13,55473427.0,55488076.0,-,14649.0,3047.0
Pitx2,127.39954583608,-1.60839508176514,0.374080038761442,-4.29960146253847,1.71105527138828e-05,0.00230704620563727,chr3,129199877.0,129219594.0,+,19717.0,2796.0
Tbl1x,1841.3541961479998,-0.7467456172880881,0.174339623114551,-4.28328112650235,1.841572487042e-05,0.0024600339139402697,chrX,77511226.0,77660265.0,+,149039.0,2302.0
Stc1,15.5875578972225,-5.65096063756145,1.3207483329745,-4.2786051638125,1.88068130072969e-05,0.0024892283601492897,chr14,69029288.0,69041401.0,+,12113.0,3743.0
Armcx6,53.458451923342295,-1.9043908630061002,0.445583352153539,-4.27392732201961,1.92059662157887e-05,0.00251894976904713,chrX,134748454.0,134751419.0,-,2965.0,2034.0
Prdx4,1190.1618590648402,-0.5785174285377671,0.13570799762088098,-4.262957516726,2.0173888427470604e-05,0.0026220602553434,chrX,155323919.0,155338454.0,-,14535.0,975.0
2210013O21Rik,239.81048495758301,-0.797947986211007,0.189156278348131,-4.2184589017047,2.45977794738832e-05,0.00316850146847958,chrX,153723553.0,153741296.0,+,17743.0,856.0
Tle2,148.07866555073602,0.955308298408812,0.226909097670792,4.21009253579955,2.55266113765066e-05,0.00325904798521116,chr10,81575286.0,81590845.0,+,15559.0,3115.0
Chd5,903.2182764679379,0.877519210218982,0.208592944433366,4.20684991336945,2.5895499679752302e-05,0.0032771436305244397,chr4,152338650.0,152390194.0,+,51544.0,9486.0
Lamb3,147.60675894308702,1.2936384789175,0.309091037728527,4.18529921936362,2.8479070301111798e-05,0.00357276128029687,chr1,193301993.0,193343878.0,+,41885.0,4164.0
Spic,102.23732765361099,-2.0743635267636105,0.498396936755484,-4.16207118018726,3.1537400493120004e-05,0.0038905600551949796,chr10,88675269.0,88683023.0,-,7754.0,1265.0
4930502E18Rik,23.6560783784124,-5.1667990815391205,1.24143168228503,-4.16196811735053,3.1551641121356704e-05,0.0038905600551949796,chrX,53724830.0,53738222.0,+,13392.0,1203.0
Kcnh3,1110.8519544006301,0.7809391499615799,0.187904848097048,4.15603513092034,3.23818053552706e-05,0.00395908733780075,chr15,99224975.0,99242817.0,+,17842.0,3583.0
Gm364,57.4069180523993,-2.7162322663211698,0.655684960854607,-4.14258741390208,3.43409411441392e-05,0.00416333409988652,chrX,57409148.0,57488771.0,+,79623.0,2165.0
Enox2,359.12177368736604,-0.805308291134815,0.19544636056487302,-4.1203544993487595,3.78289901258293e-05,0.00451584403949003,chrX,49009706.0,49288242.0,-,278536.0,3977.0
Bnip3,1318.25549842868,-1.07804476346177,0.26169891928710004,-4.11940854168788,3.7984615311838896e-05,0.00451584403949003,chr7,138890835.0,138909506.0,-,18671.0,1756.0
Ctps2,847.6120167926649,-0.5022914976945371,0.121969290803283,-4.11818003028854,3.81876324126834e-05,0.00451584403949003,chrX,162901559.0,163034541.0,+,132982.0,5835.0
Fbxw9,1081.47064178673,0.470320148293346,0.11432076301166401,4.11403961890422,3.88794661756336e-05,0.00456027689850298,chr8,85060118.0,85067120.0,+,7002.0,1842.0
Fgf13,46.82542529529961,-1.5979530048714798,0.38894511404927,-4.1084280201783505,3.98361318354556e-05,0.004634805435404179,chrX,59062145.0,59585572.0,-,523427.0,3139.0
Gpr4,127.27053976649401,1.2315575423096001,0.300209555653747,4.10232625549748,4.09016975230801e-05,0.00472071032132381,chr7,19212537.0,19224176.0,+,11639.0,2884.0
Zfp365,577.7298383192569,0.8088116712284409,0.197467109332091,4.09593108424056,4.20475010304774e-05,0.00481443886798966,chr10,67886104.0,67912662.0,-,26558.0,4257.0
Apex2,542.0771250418641,-1.3580841596666597,0.331987816694915,-4.09076505634146,4.29952518396219e-05,0.00488419289992303,chrX,150571506.0,150588149.0,-,16643.0,1885.0
Fgfr2,169.071353062251,-1.43555880789376,0.352063017474345,-4.07756207451801,4.55103818570577e-05,0.005129517805091971,chr7,130162450.0,130266808.0,-,104358.0,5346.0
Tagln3,83.7391428817337,-1.25256987774091,0.30788729001213105,-4.0682740677329,4.73626541024439e-05,0.00528872250773273,chr16,45711229.0,45724531.0,-,13302.0,1163.0
Acot9,2396.17666174704,-0.694219824823269,0.170702746814164,-4.06683452832211,4.76560564223508e-05,0.00528872250773273,chrX,155262499.0,155297507.0,+,35008.0,1548.0
Dpysl5,902.642384935495,0.537153615302036,0.132327600983623,4.0592711672337805,4.9226121938275896e-05,0.00542126153590463,chr5,30711894.0,30799369.0,+,87475.0,5021.0
Chac1,954.688140494832,1.0501474864965201,0.25907154581927,4.05350376543904,5.04561874016068e-05,0.00551463193668925,chr2,119351241.0,119354327.0,+,3086.0,1570.0
Mbnl3,102.41203319340401,-1.4130242253347,0.34885175605077,-4.0505005373372995,5.11081922684789e-05,0.00554389390870184,chrX,51113493.0,51205832.0,-,92339.0,8671.0
Sult5a1,162.278865813596,0.935495387783763,0.23127203161838503,4.04500008599136,5.23231049158026e-05,0.00563332413895735,chr8,123142846.0,123158280.0,-,15434.0,1160.0
Mum1l1,114.191900466948,-1.3463874391921002,0.333068939448059,-4.04236865023573,5.2913954581292795e-05,0.00565473794625415,chrX,139210043.0,139238335.0,+,28292.0,4810.0
Jade3,1476.30799878469,-0.588373219624446,0.145784812471711,-4.03590202332372,5.43929130541016e-05,0.00577004821052591,chrX,20425687.0,20519939.0,+,94252.0,4991.0
Prrg3,104.536826826863,-1.41591472004589,0.351802324895522,-4.02474520447353,5.70370365657342e-05,0.00600637464623246,chrX,71962624.0,71972722.0,+,10098.0,6086.0
Tcp11x2,33.4478171512694,-2.41309894126612,0.601882351474453,-4.0092535282928,6.0910992468348e-05,0.00636784701696273,chrX,135654697.0,135693790.0,-,39093.0,1776.0
Ngfrap1,8741.841656055809,-0.653213998371677,0.16350080862722302,-3.99517289153589,6.464705877639829e-05,0.0067098065968856,chrX,136270252.0,136271978.0,+,1726.0,938.0
Fgd1,5232.20405798261,-0.7542519887850709,0.19073813262338102,-3.9543848857656902,7.6731803964274e-05,0.00787988697959502,chrX,151047169.0,151089686.0,+,42517.0,4166.0
Egfl6,537.751030947175,-0.7867131625678561,0.19900413273389603,-3.9532503760604305,7.709668947701829e-05,0.00787988697959502,chrX,166523006.0,166585716.0,-,62710.0,2700.0
Usp51,44.9385658524766,-1.73536813199594,0.43913135210585297,-3.9518201642264503,7.755901789024e-05,0.00787988697959502,chrX,153006468.0,153009459.0,+,2991.0,2247.0
Cbr3,582.589293144816,-0.605104315650695,0.153523126763322,-3.9414538278884304,8.09892264559545e-05,0.008170850140419971,chr16,93683218.0,93690991.0,+,7773.0,1167.0
Gyk,374.96207172275,-1.62426966086702,0.413871018092114,-3.92457937343539,8.68814102819412e-05,0.008704431292621979,chrX,85701936.0,85776819.0,-,74883.0,4529.0
Lrrfip1,1480.8633353863002,0.523641980132536,0.13382339102346602,3.91293312871376,9.11817910494515e-05,0.009072273789451291,chr1,90998726.0,91128944.0,+,130218.0,5743.0
Nsdhl,2106.47485968582,-0.9774009170890721,0.250116611220957,-3.90778090394652,9.314771502287901e-05,0.00920439783996627,chrX,72918520.0,72958528.0,+,40008.0,2218.0
Ubd,1047.0948271719599,-0.8938521788823008,0.229711807453469,-3.8911895247847004,9.97539746113311e-05,0.00976770867042188,chr17,37193891.0,37196101.0,+,2210.0,937.0
AU015836,478.836959308948,-2.26116185515582,0.58126043179018,-3.89010111731129,0.000100202459501105,0.00976770867042188,chrX,93968655.0,93975470.0,+,6815.0,3000.0
1700003M07Rik,92.07530512913472,1.11313556890294,0.287557475425381,3.8710020223132497,0.00010838889272628,0.0104948090963896,chr4,129960373.0,129965138.0,+,4765.0,2315.0
Slfn5,95.065267193517,1.44534934719257,0.374251268330078,3.86197581545086,0.00011247370274570801,0.0108177207300822,chr11,82952101.0,82964850.0,+,12749.0,5989.0
Cldn6,2030.4981917702398,0.7369700955910659,0.19106994958055398,3.85706960832354,0.00011475449131198401,0.0109303813966642,chr17,23679364.0,23682446.0,+,3082.0,1506.0
Brwd3,822.299897493192,-0.654860753202011,0.169819949068265,-3.85620627491043,0.00011516032247126699,0.0109303813966642,chrX,108742207.0,108834355.0,-,92148.0,6434.0
A230050P20Rik,963.1886333313561,0.630509810531369,0.163608712673496,3.8537667110041998,0.000116314428714998,0.0109677664253024,chr9,20868641.0,20874307.0,+,5666.0,1683.0
Adamtsl5,190.611711912536,0.826525566062748,0.21547648193668,3.8358040684255696,0.000125154156206181,0.0117246689064063,chr10,80339792.0,80348448.0,-,8656.0,3559.0
Nup62cl,1429.31626768324,-1.17063487696524,0.30590429974841304,-3.8268009894859802,0.00012981938656148,0.0120483264260736,chrX,140007672.0,140062568.0,-,54896.0,1128.0
Urgcp,330.04573593152304,-0.884768966642282,0.231255915919482,-3.82593008755866,0.000130279262664967,0.0120483264260736,chr11,5713416.0,5762376.0,-,48960.0,5611.0
